ENGLISH,PORTUGUÊS (BRASIL)
...Lysander? Are you alright?,... Lysander? Você está bem?
It's finally become reality.,Finalmente se tornou realidade.
Hmmm....???,Hmm... ??
"You're just...\| completely out of reach.\! You may not have noticed, but I haven't been able to free my mind of you.\! But, no need to rebuke my foolish words, I see reality ever more clearly now.","Você está...\| totalmente fora de alcance.\! Talvez não tenha notado, mas não consigo tirar meus pensamentos de você.\! Mas, não preciso reprimir minhas tolas palavras. Consigo ver a realidade com mais clareza agora."
Lysander...,Lysander...
Am I...\| not of the right caliber...?,Eu...\| não sou do calibre certo?
"By Donar... this is silly!\! You're General Lysander, not some groveling supplicant.\! Look at all you've accomplished.\! Do you not realize how revered you are by those around you, who wish they had your gifts?","Por Donar... isso é besteira!\! Você é o General Lysander, não algum bajulador suplicante.\! Veja tudo o que realizou.\! Você não percebe o quanto é reverenciado por aqueles ao seu redor, que gostariam de ter seus dons?"
"To be honest, my merits in the art of war...\| it doesn't matter that much to me in the end.\! Not compared to... what, in my mind, could be.\! And with whom it could be.","Para ser honesto, meus méritos na arte da guerra...\| no fim das contas, não importam tanto assim para mim.\! Não comparado a... o que, na minha cabeça, poderia ser.\! E com quem poderia ser."
"I understand.\! I do this for Alex.\! The fight, next to that, is secondary.","Entendo.\! Faço isso por Alex.\! A luta, perto disso, é secundária."
"Of course...\| I'm sorry, Diana. I have certainly lost any sense of decorum...","É claro...\| Sinto muito, Diana. Certamente perdi qualquer senso de decoro..."
"That's not necessary.\! All anyone asks, is for you to be who you are.\! Already one of the greatest heroes of our time. With even more feats to come, right?","Isso não é necessário.\! Tudo que todos querem é que você seja quem você é.\! Um dos grandes heróis de nossa época. Com ainda mais conquistas a caminho, certo?"
We shall see...,Veremos...
