ENGLISH,PORTUGUÊS (BRASIL)
Oh...\| flowers. How nice.\! You really are a hopeless romantic.\! And I do emphasize hopeless.,Ah...\| Flores. Que lindo.\! Você é mesmo um romântico incurável.\! E enfatizo a parte do incurável.
"You wound me, my dear.\! You wound me with your blade-edged words...","Assim me fere, minha querida.\! Você me fere com suas palavras de dois gumes..."
So sorry.\! You may want to see a priestess.,Sinto muito.\! Talvez queira ver uma sacerdotisa.
"All I need is the warmth of your radiant beauty by my side.\! Admit it, how can you look at these baby blues and remain so defiant?",Tudo que preciso é o calor de sua beleza radiante ao meu lado.\! Admita! Como é possível olhar para estes olhos azuis aqui e permanecer tão desafiadora?
"You would do quite well if those 'baby blues' did the talking, and not your foul mouth.",Você se daria melhor se esses “olhos azuis” falassem em vez da sua boca suja.
....A compliment?\! From the icy heart that struggles to beat beneath this breathtaking visage I see before me?\! I can now die a happy man...,... Um elogio?\! Do coração gelado que se esforça para bater sob essa visão deslumbrante diante de mim?\! Agora posso morrer como um homem completo...
"Ah, by all means, proceed.","Ah, por favor, prossiga."
But your heart would be shattered beyond repair for the rest of your days.,Mas seu coração estaria estilhaçado pelo resto de seus dias.
"Dream\| on!!!\! Ugh, when are you going to get a clue?!\! You are a pig and I do not like you!",Vai\| sonhando!!!\! Aff. Quando você vai entender a direta?\! Você é um porco e eu não gosto de você!
...yet.,... Ainda assim.
"You'd better hope for a miracle then, thief.","Então é melhor torcer por um milagre, ladrão."
"We do live in strange times, m'lady!\! Keep believing and it may just come true!","Vivemos em uma época estranha, milady!\! Continue acreditando e pode se tornar verdade!"
"Ugh, no, YOU are the one who wants...\| Nevermind.\! I am going away now!\! If you follow me, I will put an arrow through your eye socket!","Ah, não. VOCÊ é quem quer...\| Esquece.\! Vou embora!\! Se me seguir, atravessarei seu olho com uma flecha!"
"A blessed day to you, fair Narima.\! You know where to find me.","Um dia abençoado para você, Narima.\! Sabe onde me encontrar."
