ENGLISH,PORTUGUÊS (BRASIL)
Lysander. I'm glad we finally get a chance to slow down and reflect.\! What do you think of the museum?,Lysander. Fico feliz de finalmente ter uma chance de desacelerar e refletir.\! O que acha do museu?
"I never did care for modern art.\! Splashes of color here and there.\! 9th Century is more to my liking. There is beauty and virtue in depicting the real and the true, indeed as there is vice in distorting it, as 10th Century pretenders would do well to learn.","Nunca me importei com arte moderna.\! Salpicos de cor aqui e acolá.\! O século IX é mais a minha cara. Há beleza e virtude em retratar a verdade e a realidade, assim como há depravação em distorcê-la, como os pretendentes do século X fariam bem em aprendê-la."
"Ah, yeah. I can see that.","Ah, claro. Consigo ver isso."
"And in regards to the beauty of our civilization itself, its architecture...\! It seems stripped away in the very same regard, making way for more... coldly utilitarian designs.\! It is as if those who drive culture today prefer to mock the pursuit of beauty, rather than embrace it.\! Why do you think that is?","E, em relação à beleza de nossa própria civilização, sua arquitetura...\! Parece ser destrinchada da mesma forma, abrindo portas para mais... desenhos utilitários frios.\! É como se aqueles que conduzem a cultura hoje em dia preferissem zombar da busca pela beleza, em vez de abraçá-la.\! Por que acha que isso acontece?"
Veridia has subjected itself to a lot more war than for most of the last millennium.,Veridia se sujeitou a muito mais guerras do que a maior parte do último milênio.
"Yes... that is a part of it.\! But at least now, I take solace knowing that there still exists two connoisseurs of proper culture in the world.","Sim... isso faz parte disso.\! Mas, pelo menos agora, me consolo ao saber que ainda existe dois conhecedores da cultura adequada no mundo."
Was it really the Succession War?,Foi mesmo a Guerra de Sucessão?
"In my view, there has been a creeping, grinding cultural upheaval since the Aetherium Crisis ended.\! However, I do believe that the shock to the fabric of our society wrought by the Succession War exposed the festering wound for all to see.\! So, one may very well conclude that the Succession War was solely responsible for... this feeling.\! This intuitive feeling so many of us know, but are unable to properly convey.\! That something is not quite right.\! That purpose has been stripped away from our lives.","Na minha opinião, houve uma revolta cultural crescente desde o fim da Crise de Aetério.\! No entanto, acredito que o choque causado na estrutura da nossa sociedade pela Guerra de Sucessão expôs a ferida aberta para que todos pudessem ver.\! Então, pode-se muito bem concluir que a Guerra de Sucessão foi a única responsável por... esse sentimento.\! Muitos de nós conhecemos esse sentimento intuitivo, mas não conseguimos transmiti-lo adequadamente.\! De que algo ainda não está certo.\! Esse propósito foi arrancado de nossas vidas."
...And how do we get it back?,... E como o recuperamos?
"Just as it did not decay overnight, it will not be restored quickly. Perhaps, not even in our lifetimes.\! But one thing we do know is that you are now the beacon of salvation for the Donari faithful.\! Broader purpose may have to come from you, for the time being.","Assim como não se deteriorou da noite para o dia, não será restaurado rapidamente. Quem sabe, nem mesmo durante a nossa vida.\! Mas uma coisa que sabemos é que agora você é o farol da salvação para os fiéis de Donar.\! Um propósito maior pode ter que vir de você, por enquanto."
"You expect a lot from me, friend.","Você espera muito de mim, meu amigo."
"If not you, then who?\! That avaricious snake, Casamir?\! Men like him cannot inspire, nor truly shape the future.","Se não você, então quem?\! Aquela cobra avarenta do Casamir?\! Homens como ele não são capazes de inspirar nem realmente moldar o futuro."
I cannot do it alone.,Só também não consigo.
"Continue to walk the path of righteousness, and you will always have me, and so many others, committed to your cause without reservation.","Continue a trilhar o caminho da retidão e sempre terá a mim e a vários outros comprometidos com sua causa, sem dúvidas."
Thank you...,Obrigada...
