ENGLISH,PORTUGUÊS (BRASIL)
Lysander...\| I wondered how long it would take for you to do something like this.,Lysander...\| Quanto tempo levaria para você fazer algo assim?
I can't let you take the Lightfury.\! You may be unleashing the end times upon the world.,Não posso deixar que fique com a Furiluz.\! Você pode estar desencadeando o fim dos tempos no mundo.
What exactly do you think this is all about?\! You think I have some sinister plan?,O que exatamente você acha que é tudo isso?\! Acha que tenho algum plano sinistro?
"You Nephilim have been answering his call.\! That voice you keep hearing...\| That is Zanatus.\! The power that courses through your weapons, and the Lightfury...\| They gained their power as they became awash in the blood of the dark god.","Vocês, Nephilins, têm respondido ao chamado dele.\! Aquela voz que continuam ouvindo...\| Aquilo é Zanatus.\! O poder que percorre suas armas e a Furiluz...\| Elas ganharam seu poder quando foram inundadas pelo sangue do deus das trevas."
"Casamir is dead. You've won the war, and the world is already yours.\! You need but relish in your victory... the people still desire you, the hero of our time.",Casamir está morto. Você ganhou a guerra e o mundo já é seu.\! Você só precisa aproveitar sua vitória... o povo ainda lhe quer como herói de nosso tempo.
You know how I feel about prophecy...\| but following it so far has been the right thing.\! How do you know it isn't your actions that would result in some Armageddon?,Sabe como me sinto sobre a profecia...\| mas segui-la até agora tem sido a coisa certa.\! Como sabe que não são suas ações que resultariam em algum Fim do Mundo?
"I'm sorry, Lysander.\! I won't be leaving.","Sinto muito, Lysander.\! Não irei embora."
"Your unchecked ambition cannot be ignored forever...\| everyone else might be scared of you, but someone must take a stand.","Sua ambição desenfreada não pode ser ignorada para sempre...\| Todo mundo pode ter medo de você, mas alguém deve tomar uma posição."
"What do you think? I-I made it myself.\! You won't be able to move for a while...\! Then we will be able to deal with you without unnecessary risk.\! Aren't you impressed, Beatrix?!","O que acha? Fui eu quem fez.\! Você não será capaz de se mover por um tempo...\! Então poderemos lidar com você sem riscos desnecessários.\! Não está impressionada, Beatrix?"
...Jules?!,... Jules?!
"I'm so sorry, \n[8]...\| You're under the spell of evil...","Sinto muito, \n[8]...\| Você está sob o feitiço do mal..."
"\n[8]...\| I'm so sorry, this is happening so fast. They told me you'll be okay. I'll be there for you when this is all over...","\n[8]...\| Desculpa, isso está indo rápido demais. Eles me disseram que você ficará bem. Estarei aqui quando tudo isso acabar..."
...Abi?!,... Abi?!
"Do not be afraid, \n[8]. Even though this appears to be the only way forward, I will not allow any harm to come to you.","Não tema, \n[8]. Mesmo que parece o único jeito de seguir adiante, não permitirei que você se fira."
"Did you hear me, Jebediah? Lest you wish to be cut to ribbons by my blade, you will honor your word. Do not cross me, little man.","Você me ouviu, Jebediah? A menos que queira se ver em pedaços pela minha espada, você honrará sua palavra. Não me contrarie, homenzinho."
I...I wouldn't dream of it.,... Nem em sonho.
...Narima... what in the world lead you to believe this is the only way?!,... Narima... O que a levou a acreditar que este é o único jeito?
"I... I couldn't help it, \n[8]! I'm supposed to be on the good guy side, right?!\! But then, everything happened so fast, and now Lysander wants us to ""put a check"" on you, whatever.\! Don't worry, you'll be fine, they said they'd let you leave!","Eu... Não pude evitar, \n[8]! Eu deveria estar do lado dos mocinhos, certo?!\! Mas tudo aconteceu tão rápido e, agora, Lysander quer que nós ""coloquemos um cheque"" em você... enfim.\! Não se preocupe, você ficará bem. Eles me disseram que poderá ir embora!"
...Sybil... what in the world lead you to go along with this?!,... Sybil... O que a levou a fazer parte de tudo isso?
"Ready your weapons, Nephilim...\| the cult will have no mercy for us.","Prepare suas armas, Nephilim...\| o Culto não terá piedade de nós."
It can't be...,Não pode ser...
What are you waiting for?\! I've broken your spell... fight by my side!!,O que está esperando?\! Eu quebrei seu encanto... Lute ao meu lado!!
"Lysander...\| you really did it, didn't you?!","Lysander...\| Você realmente fez isso, não é mesmo?"
"I could not convince you. It seems you are determined to take the Lightfury...\| and destroy yourself, and possibly, all there is.","Não consegui te convencer. Sua determinação mostra que irá atrás da Furiluz...\| e se destruirá e, possivelmente, tudo que existe."
