ENGLISH,PORTUGUÊS (BRASIL)
"Hey Narima, how'd you end up hanging around the Tidereavers?","Ei, Narima. Como você acabou junto dos Saquemares?"
"When the Tidereavers raid your home town, kill all the men and take all the women and children, one must find a way to survive.\! The Tidereavers have been my whole life...","Quando Saquemares invadem sua cidade natal, matam todos os homens e levam todas as mulheres e crianças, é preciso encontrar uma maneira de sobreviver.\! Os Saquemares têm sido toda a minha vida..."
Sounds familiar. Doing anything at all just to see another day.,Soa familiar. Fazer de tudo só para ver outro dia.
"Yes, it seems your Succession War made life hard for a great many, in both your country and in mine.","Sim, parece que sua Guerra de Sucessão deixou a vida mais difícil para a grande maioria, tanto na sua quanto na minha região."
"Sayunaa, right?","Sayunaa, certo?"
A young Veridian knows my country? Unusual.,Um jovem veridiano conhece minhas terras? Incomum.
"Guess your features just seem familiar.\! My good friend, Jules, was adopted by a wealthy family in Veridia, but he's an orphan from Sayunaa.\! You two could be cousins, perhaps.","Acho que são seus traços que são familiares.\! Meu bom amigo Jules foi adotado por uma família rica em Veridia, mas ele é um órfão de Sayunaa.\! Talvez vocês possam ser primos."
"Jules...?\| Yes, I have seen him among your cohort...\| So innocent and unspoiled by the evils of our world...","Jules? ...\| Sim, eu o vi entre seu bando...\| Tão inocente e intocado pelas maldades do mundo..."
...What's the matter?,... Qual o problema?
...\| It is nothing.,...\| Nada.
"Well anyway, glad to have you among us, Narima.\! I'm sure your knowledge of the Tidereavers will come in handy.","De qualquer forma, fico feliz em tê-la entre nós, Narima.\! Tenho certeza de que seus conhecimentos sobre os Saquemares serão úteis."
"I will be ever grateful for my freedom.\! My bow is yours to command, Veridian.","Serei sempre grata pela minha liberdade.\! Meu arco está ao seu comando, veridiano."
