ENGLISH,PORTUGUÊS (BRASIL)
"Well met, \n[8].","Bem executado, \n[8]."
Narima. I must say.\! Your plan to restore the proper King of Sayunaa...\| it must have taken years to get right.\! And it went off without a hitch!,Narima. Devo admitir.\! Seu plano para retornar o digno Rei de Sayunaa...\| Deve ter levado anos para acertá-lo.\! E terminou sem problemas!
"It was indeed a delicate operation, but it required the strength of your army.\! The Scions of Dargon simply fulfilled their duty.","Realmente, foi uma operação delicada, mas foi necessário a força do seu exército.\! Os Herdeiros de Dargon simplesmente cumpriram seu dever."
"Right...\| So, that's it? You're done?\! Jules gets to be King, and then what?",Certo...\| Então é isso? Acabou?\! Jules vira rei... e depois?
We Sayunaari are driven strongly by the preservation of our culture.\! It means more to us than material reward.,"Nós, sayunaari, somos fortemente movidos pela preservação de nossa cultura.\! Ela representa mais para nós do que uma recompensa material."
"No, I mean...\| You've given so many years of your life to this cause, and endured so much hardship...","Não, quero dizer...\| Você dedicou tantos anos de sua vida para esta causa e passou por tantas dificuldades..."
"I have, yes \n[8]...","Sim, \n[8]..."
Do you think it changed you?\! Defined you?\! You've told me about having to integrate yourselves with the Tidereaver pirates...,Acha que isso a mudou?\! A moldou?\! Você me contou sobre ter que se unir aos piratas Saquemares...
...I do not know why you ask these questions.,... Não sei por que me faz essas perguntas.
"Because I endured quite a bit myself, Narima.\! Not in the same way as you, but I went most of my childhood unsure of my next meal.\! That sort of thing is difficult to shake off. Well, it is for me.","Porque eu mesmo aguentei bastante, Narima.\! Não da mesma forma que você, mas passei a maior parte da minha infância sem a certeza da próxima refeição.\! Esse tipo de coisa é difícil de superar. Bom, para mim, é."
"\n[8], the people who died by my hand...\| So many were innocent.\! The slave routes I had to protect...\| it was all for the mission.\! Else, the Tidereavers would have undermined our entire efforts.\! Yes, it did change me.\! I do not know if I will ever, as you say, ""shake it off"" either.","\n[8], as pessoas que morreram pelas minhas mãos...\| Muitos eram inocentes.\! As rotas dos escravos que tive que proteger...\| Tudo pela missão.\! Do contrário, os Saquemares teriam minado todos os nossos esforços.\! Sim, isso me mudou.\! Não sei se algum dia irei, como você diz, “superar”."
"Yeah. You know, that's why I've always felt we share a certain spirit.\! We both know what it is like to live, day by day, without the least be reassurance of our well being.","Sim. Sabe, é por isso que sempre senti que compartilhamos de certo sentimento.\! Ambos sabemos o que é viver, dia após dia, sem o mínimo de certeza quanto ao- estar."
"I certainly have developed a deep admiration for your character, \n[8].\! Whether it is for the reasons you state, I do not know.","Eu certamente criei uma profunda admiração pela sua pessoa, \n[8].\! Se é pelas razões que você falou, já não sei."
"Narima... \|Now that your primary mission is complete, I would ask you consider allowing me to get to know you, truly and deeply.\! It's...\| an energy I feel around you.\! Can't shake it... but I don't want to.","Narima... \|Agora que nossa missão principal foi cumprida, queria que considerasse me deixar conhecê-la melhor, verdadeira e profundamente.\! É...\| uma energia que sinto vindo de você.\! Não dá para superar... mas também nem quero."
\n[8]... you honor me...\| it would please me greatly to develop my connection with you...,\n[8]... você me engrandece...\| Ficaria muito feliz de desenvolver uma ligação com você.
"It's only fitting.\! You and I, versus the world, right?\! Except we're not scared of being completely alone anymore.\! We will be able to rely on each other, even when surrounded by the darkness.","Parece certo.\! Você e eu... contra o mundo...\! Exceto por não estarmos mais com medo de ficarmos sozinhos.\! Poderemos contar um com outro, mesmo se abraçados pela escuridão."
"...\| You and I, against the world...",...\| Você e eu... contra o mundo...
