ENGLISH,PORTUGUÊS (BRASIL)
"\c[1]Veridia, during the interregnum, two months later\c[0]","\c[1]Veridia, durante o interregno, dois meses depois\c[0]"
"Hey, Sybil! Whoa there, King Jules! Didn't know we had royalty on the way.\! Welcome to the new-and-improved Monastery!","Ei, Sybil! Olha só, Rei Jules! Não sabia que a realeza estava a caminho.\! Boas-vindas ao novo e melhorado Mosteiro!"
That's King Dargon II to you!,É Rei Dargon II para você!
"It's alright, Stefan.\! Just call me Jules, please!","Está tudo bem, Stefan.\! Por favor, só Jules!"
"Hey, Sybil! And of course the venerated Master Sergeant himself.\! Welcome to the new-and-improved Monastery!","Ei, Sybil! E, é claro, o próprio venerado Primeiro Sargento.\! Boas-vindas ao novo e melhorado Mosteiro!"
"Howdy. Good to see ya, Stefan.","Oi. Bom revê-lo, Stefan."
"Hey, Sybil!\! Welcome to the new-and-improved Monastery!","Ei, Sybil!\! Boas-vindas ao novo e melhorado Mosteiro!"
Stefan... do you think she'll even speak to me?,Stefan... acha que ele vai falar comigo?
"Can't make any promises.\! Y'see I'm pretty forgiving. I get it, that Lysander's got a silver tongue if there ever was one.\! Ain't all your fault in my view.","Não posso prometer nada.\! Sabe, eu perdoo fácil. Eu entendo, aquele Lysander tem uma lábia de ouro, se é que isso existe.\! Ao meu ver, não foi sua culpa."
Alright...\| thank you Stefan.,"Ok...\| Agradeço, Stefan."
"You bet. Welp, best not keep her waitin'.","Pode apostar. Bom, melhor não deixá-la esperando."
