ENGLISH,PORTUGUÊS (BRASIL)
'Ey there. So...\| mind if I ask what's it like? Now that you can uh... y'know.,Ei. Então...\| se importa se eu perguntar como é? Agora que você pode... hm... você sabe.
Now that I can....???,Agora que eu posso...
Ah... come on! Y'know! Become the giant lady.,"Ah, fala sério! Você sabe! Se tornar uma mulher gigante."
Oh...\| well... I am the giant lady. I can shrink back to this form when being full-sized is impractical.,Ah...\| Bom... Eu sou a mulher gigante. Consigo me diminuir para esta forma quando ficar no tamanho real não for prático.
...Oh.,... Ah.
"Yep. Let's keep that between us for a while, would you?","Sim. Vamos manter isso entre nós, pode ser?"
"Of course! Though I think they'll catch on pretty soon, seein' as several days of food and entire livestock herds are suddenly gone. Any idea where it all went?","É claro! Apesar de que acho que eles vão sacar rapidinho, vendo que vários dias de comida e rebanhos inteiros de gado sumirem repentinamente. Alguma ideia onde foram parar?"
"In my stomach. Well, part of my muscles by now.","Na minha barriga. Bom, agora já devem estar em parte dos meus músculos."
"...Hell's bells. Me thinks all creation will end up in there.\! Say, do you think when my time comes, I'll also turn into a god-like being?","... Pelas barbas do diabo. Acho que toda a criação vai acabar aí.\! Conte-me, acha que quando chegar a minha hora também me tornarei um ser divino?"
Hmm... Saint Landis was a master of illusion. Maybe you'll gain the power of invisibility. ...Forever.,Hmm... Santo Landis era um mestre da ilusão. Quem sabe você ganhe o poder da invisibilidade... Para sempre.
"Bah, surely a just and loving Donar would never deprive the world of my breathtaking visage!",Afe. Tenho certeza de que um Donar justo e amoroso nunca privaria o mundo da minha majestosa beleza!
