ENGLISH,PORTUGUÊS (BRASIL)
"Barnabas, can you believe it?\! We're out here, doing what we prepared to do for years.","Barnabas, consegue acreditar?\! Estamos aqui fora, fazendo o que nos preparamos por anos."
"Haven't seen battle since you were a street urchin, \n[8].\! Never thought I'd have to pick up the sword again, but it feels like a warm hug from mother.\! Can't put a price on that!","Não vejo uma batalha desde que você era uma criança das ruas, \n[8].\! Nunca achei que teria que pegar novamente em uma espada. Mas é como um abraço caloroso de mãe.\! Isso não tem preço!"
How am I doing?\! Feels like I'm making it up as a I go along.,Como estou me saindo?\! Parece que estou inventando conforme as coisas se desenrolam.
Ya never really know what you're made of until you're walking the tightrope between life and death on the regular.\! You haven't cracked under the pressure yet.\! By that measure you're right where you need to be.,"Nunca se sabe do que se é capaz até estar andando em uma corda bamba entre a vida e a morte constantemente.\! Você ainda não surtou sob pressão.\! Só por isso, você está bem onde precisa estar."
Not too surprised. Remember yourself as a young street urchin?,Não me surpreende. Lembra-se de quando morava nas ruas?
It's a bit foggy...,Não muito...
"That war turned too damned many kids to orphans.\! But out of all of 'em, you showed up at our barracks shinin' as bright as a star.\! You just kept on goin', even without single coin to show for it.\! Puts a pauper above a noble in my eyes any day.","Aquela guerra deixou muitas crianças órfãs.\! Mas de todas aquelas crianças, você apareceu em nosso acampamento brilhando como uma estrela.\! Você continuou seguindo em frente mesmo sem uma moeda sequer.\! A meu ver, isso coloca um pobre acima de qualquer."
"I seem to have everyone fooled, then.\! I have so much doubt about myself.\! I don't know why you or someone else much more experienced than I just take over.",Parece então que enganei a todos.\! Eu tinha tantas dúvidas sobre mim.\! Não sei por que você ou qualquer outra pessoa com mais experiência assume de uma vez.
"You try that and I'm going back into retirement, heh heh.\! All I wanna do now is bust some bad guys.\! Lots easier than havin' real responsibility.\! You gotta fight through that doubt, kiddo. No reason for it. Believe me when I tell you, you've got this handled.","Se você tentar isso, eu volto direto para a minha aposentadoria. Hehe.\! Tudo o que quero agora é quebrar alguns caras maus.\! Muito mais fácil do que ter responsabilidades de verdade.\! Você precisa lutar contra essas dúvidas, camaradinha. Não tem por que tê-las. Acredite quando digo, você dá conta do recado."
"Thanks...\! Guess I'll just have to learn to throw you into the front line first, eh?","Agradeço a confiança...\! Acho que só preciso aprender como jogar você na linha de frente antes, né?"
"If there's a good reason for it, kid!",Se tiver um bom motivo para isso!
