ENGLISH,PORTUGUÊS (BRASIL)
Is he dead...??,Ele morreu? ...
"Almost.\! Stay here.\! With my power, I will bury this threat forever.","Quase.\! Fique aqui.\! Com meu poder, enterrarei essa ameaça para sempre."
I'm sorry.\! I can't let this happen.,Sinto muito.\! Não posso deixar isso acontecer.
Do you think you can stop me?,Acha que consegue me impedir?
...\| Yes. But not by crossing blades with you.\! I've felt what's coming for a long time... this is the end of a story that you've sought to make true.,...\| Sim. Mas sem trocar golpes com você.\! Senti o que está vindo há muito tempo... Esse é o fim de uma história que você buscou tornar realidade.
"If you want to take Zanatus's power, you'll have to kill me.","Se quiser tomar o poder de Zanatus, terá que me matar."
"\n[8]...\| There is no other path for me.\! Not in this world, not in this life.\! The people of our country could not, and should not tolerate my existence.",\n[8]...\| Não há outro caminho para mim.\! Não neste mundo nem nesta vida.\! O povo de nossa pátria não poderia nem deveria tolerar a minha existência.
"...Then we have something in common.\! For me, it's only a matter of time.","... Então temos algo em comum.\! Para mim, é só uma questão de tempo."
...What?,... O quê?
"Our whole lives, in these moments, you've always told me to wait and watch while you handle it.\! Now, I'm asking you to return the favor.\! Let me handle this one, Zelos.\| ...It's time for us to disappear.","Por todas as nossas vidas, nesses momentos, você sempre me diz para esperar e assistir enquanto você lidava com a situação.\! Agora, estou pedindo para retribuir o favor.\! Deixe-me cuidar disso, Zelos.\| ... É hora de desaparecermos."
"You really have surpassed me, as I'd always predicted.\! But you know, I'll never forget this.\! What you asked me to sacrifice.","Você realmente me superou, como sempre previ.\! Sabe, nunca esquecerei isso.\! O que me pediu para sacrificar."
"The way I see it, we'll have plenty of time to get over it.\! Here, or in hell.","Da forma que vejo, teremos muito tempo para superar isso tudo.\! Aqui ou no inferno."
"Right then. Do what you came here to do, \n[8]...","Certo. Faça o que veio fazer, \n[8]..."
