ENGLISH,PORTUGUÊS (BRASIL)
S-Soldiers...\| Attack!!\|\|\|\^,S-Soldados...\| Ataquem!!\|\|\|\^
No...\| not you...\| It couldn't be...?\| The prophecy is unraveling...\| Uaaaaagggh!!!\|\|\^,"Não...\| você, não...\| Não pode ser...\| A profecia está se revelando...\| Aaaaaaaah!!!\|\|\^"
Is it really...?\|\|\^,É mesmo...\|\|\^
"Yes.\| It's good to be back, Stefan.\|\|\|\|\^","Sim.\| É bom estar de voltar, Stefan.\|\|\|\|\^"
Diana...,Diana...
"The mountain took her, \n[8]...","A montanha a pegou, \n[8]..."
Please step aside.,"Por favor, afaste-se."
...\| \n[8]???\! Why do I see \n[8]...\| Have I perished...?,...\| \n[8]???\! Por que vejo \n[8]...\| Eu morri?!
"Not quite.\! You're doing pretty well, you'll find.",Não exatamente.\! Vai descobrir que está muito bem.
"Stefan, stand over there.","Stefan, fique de pé aqui."
"Uhhhh... okay, sure thing!","Ah... claro, com certeza!"
"What the...\| have you lost yer mind, \n[8]?!!  ...\| Wait a minute...","O quê...\| você perdeu a cabeça, \n[8]?? ...\| Espere um segundo..."
Nice trick.\! You should probably do it again.,Belo truque.\! Você provavelmente deva fazê-lo de novo.
"\n[8], I have questions...\| a chat, please?","\n[8], tenho perguntas...\| Um papinho, por favor?"
"Have a little faith, eh?","Tenha um pouco de fé, ok?"
...\|H-Holy mackerel!,...\| Santa cavalinha!
Stefan...\| we have been chosen...,Stefan...\| fomos escolhidos...
"No more running, no more hiding.\! The lines are drawn and the enemy has played his hand.\! Casamir... the Nephilim have arrived, and we're coming for you.",Nada mais de correr nem se esconder.\! As linhas foram traçadas e o inimigo jogou sua mão.\! Casamir... o Nephilim chegou e iremos atrás de você.
