ENGLISH,PORTUGUÊS (BRASIL)
Chapter 9: Sanctuary,Capítulo 9: Santuário
"The enemy lies before us at Lemelin Monastery!\! We shall crush the treasonous Temple for harboring the enemies of the Empire of Veridia.\! General Lysander, don't disappoint me.","O inimigo está diante de nós no Mosteiro de Lemelin!\! Vamos destruir o Templo traidor por aportar inimigos do Império de Veridia.\! General Lysander, não me decepcione."
"Yes, your excellency.\! You can count on me.","Sim, vossa excelência.\! Pode contar comigo."
The Imperial government is invading the Monastery?!\! Unforgivable!,O governo imperial está invadindo o Mosteiro??\! Imperdoável!
"Great Paladin...\| perhaps the government means us no harm!\! Please practice restraint, warriors...","Grande Paladina...\| quem sabe o governo não deseje o nosso mal!\! Por favor, pratiquem a contenção, guerreiros..."
"The Prime Minister has been desperate for an excuse to destroy us, and now we've given him one.","O Primeiro-ministro estava desesperado por uma desculpa para nos destruir e, agora, demos a ele uma."
Sorry...\| I will take my leave now.,Sinto muito...\| Me despeço agora.
"That excuse is me, isn't it, Diana...","Essa desculpa sou eu, não é, Diana?"
"This turn of events was inevitable.\! We are much more powerful with your tactical mind, so Donar has given us a blessing.","Esse rumo dos acontecimentos era inevitável.\! Somos muito mais poderosos com nossa mente tática, então Donar nos deu sua bênção."
"At least we know what we're up against.\! No more mercenaries, this is the Empire's central army.\! They'll have larger and more organized ranks, and probably some gun units in the mix.\! We don't want to be on the wrong side of gunnery soldiers, their weapons make any armor basically useless.","Pelo menos, sabemos contra o que lutaremos.\! Sem mais mercenários. Este e o exército central do Império.\! Eles têm ranques maiores e mais organizados e, provavelmente, algumas unidades armadas também.\! Não queremos estar no lado errado dos soldados armados. Suas armas tornam qualquer armadura praticamente inútil."
"\n[8], the Temple maintains outposts by the river.\! We should fortify the river to protect the Monastery from needless violence.","\n[8], o Templo mantém postos avançados próximos do rio.\! Devemos fortificar o rio para proteger o Mosteiro da violência desnecessária."
"Those forts are closer to Casamir's army than they are to us, but it might be worth a shot!\! I guess now'd be a good time to pray to Donar...","Aqueles fortes estão mais próximos do exército de Casamir do que de nós, mas talvez valha a tentativa!\! Acho que agora seria uma boa hora para rezarmos para Donar..."
"This is it, men of Isanter!\! Our chance to stand up to the central government's tyranny is now!\! We cannot abide this disgraceful action by the Prime Minister.\! Attack the Imperial Army and reinforce the Temple!!","É isso, homens de Isanter!\! Nossa chance de nos levantarmos contra a tirania do governo central é agora!\! Não podemos tolerar esta ação vergonhosa do Primeiro-ministro.\! Ataquem o Exército Imperial e reforcem o Templo!!"
Isanter has arrived?!,Isanter chegou??
"You know what to do, men!\! The Temple will not fall today!\! We join Isanter and resolve to bring the Prime Minister to heel!","Vocês sabem o que fazer, homens!\! O Templo não sucumbirá hoje!\! Vamos nos unir a Isanter e faremos o Primeiro-ministro se ajoelhar!"
What's this?,O que é isso?
"That's Duke Lothair's army, and General Lysander has defected!\! Damn, good timing, fella.","Aquilo é o exército do Duque Lothair e o General Lysander desertou!\! Droga, que hora para isso."
Donar has answered our call - the Temple shall never perish.,Donar atendeu ao nosso chamado. O Templo jamais cairá.
What treachery...\| the Duke of Isanter must be a fool of the highest order to make an enemy of me!,Que traição...\| O Duque de Isanter deve ser um tolo da mais alta categoria para me ter como inimigo!
