ENGLISH,PORTUGUÊS (BRASIL)
"Still alive, huh?","Não morreu, né?"
"Hey, scumbag, I'm talkin' to you!","Ei, saco de estrume, estou falando com você!"
"Have it your way, traitor.\! You keep not talkin' and I'll keep pummellin' ya.","Como quiser, duas caras.\! Continue sem falar e eu continuarei a socar."
"Heh heh.\! Y'know, I'm just doin me job.\! If you starve to death down here, it don't matter much to me.\! Sleep tight, prisoner.","Hehe.\! Sabe, só estou fazendo meu trabalho.\! Se você morrer de fome aqui, para mim, tanto faz.\! Durma bem."
What the...\| You can't come down here!,O quê...\| Você não pode vir aqui embaixo!
Barbaric.\! How long have they let you languish in here?!,Selvagem.\! Há quanto tempo estão te deixando definhar aqui?
"Do not worry, my boy.\! I know what they did to you.\! We won't let them get away with it.","Não se preocupe, meu garoto.\! Sei o que fizeram com você.\! Não deixarei que se safem."
Who are you?,Quem é você?
"Edmund Pendergast, financier!\! I hope you've heard the name?","Edmund Pendergast, financiador!\! Já deve ter ouvido falar de mim."
"Yeah, you've got some money, they say.\! So what do I matter to a man like you?","Sim, dizem que você tem dinheiro.\! Por que um homem como você se importaria comigo?"
"Just know that I am a friend, and frankly, you could use one right now.\! You'll know what you need to know in time.\! You two, get him out of those chains.","Só quero que saiba que sou um amigo e, francamente, faria bem ter um agora.\! Você saberá o que precisa saber na hora certa.\! Vocês dois, tirem-no daquelas correntes."
