ENGLISH,PORTUGUÊS (BRASIL)
Chapter 11: Taking Fort Eureeka,Capítulo 11: Tomando o Forte Eureka
"Bonanza! So many little toy soldiers on the battlefield, just for me.\! Very well, if my actions today will grease the wheels of power, so be it.","Bonanza! Tudo isso de soldadinhos de brinquedo no campo de batalha só para mim?!\! Pois bem, se minhas ações hoje moverem as engrenagens do poder, que assim seja."
"\c[1]Just enough to stop their momentum, Beatrix!\! Don't kill everyone right now - we need more time to prepare for the next phase!","\c[1]Só o suficiente para interromper a inércia deles, Beatrix!\! Não mate todos agora... precisamos de mais tempo para nos preparar para a próxima fase!"
"Quiet, old man, I was born for this...\| It's time, my poor little soldiers... come to Beatrix!","Silêncio, velho. Eu nasci para isso...\| Chegou a hora, meus pobres soldadinhos... venham para a Beatrix!"
"Th-that mage is some sort of demon!!\! Men of Isanter, full retreat!!","Aq... aquela maga é algum tipo de demônio!!\! Homens de Isanter, bater em retirada!!"
...How dare you? Did I order you to retreat?\! I am not bored with slaughtering you yet!,... Como ousa!? Eu ordenei que recuassem!?\! Ainda não me cansei de massacrá-los!
Damn. We're on our own out here.\! If you want something done right...,Droga. Estamos por conta própria aqui.\! Se quer algo bem-feito...
"That enemy sorceress singlehandedly decimated Isanter's most elite forces...\! Unless you've got something up your sleeve, \n[8], I pray you find a way to avoid sending our troops anywhere near her.","Aquela feiticeira inimiga dizimou com uma só mão as forças de elite de Isanter...\! A menos que tenha uma carta na manga, \n[8], rezo para que encontre um jeito de não enviar nossas tropas para perto dela."
Noted. Let's see how this shakes out.,Anotado. Vamos ver como isso se desenrola.
"My gracious... these ones are feisty.\! Oh well, I've had my fill.\! Have fun playing war, darlings.","Nossa... esses estão mal-humorados.\! Bom, fiz minha parte.\! Divirtam-se brincando de guerra, queridos."
"If we don't see her again, it'll be too soon.","Se não a virmos novamente, será cedo demais."
"Sigh... what a bore, these temple types.\! But I do think I've sent enough of them to the void for today.\! Have fun playing war, darlings! Nap time for Beatrix.","*Respira fundo*... Que tédio esse povo de templo.\! Mas acho que enviei bastante deles para o vazio hoje.\! Divirtam-se brincando de guerra, queridos! Hora da soneca para a Beatrix."
