ENGLISH,PORTUGUÊS (BRASIL)
"Gotta say, Abigayle, you're a whole lotta courage in a small package.\! Takes a lot to keep spirits up these days I tell ya!","Preciso falar, Abigayle, você é um mundo de coragem em um pequeno frasco.\! Precisa de muita força de vontade para manter o ânimo esses dias!"
"Oh... thank you, my friend.\! Truthfully, I could not do so without the fellowship of all of you, and my dear brother.","Ah, obrigada.\! Sinceramente, eu não poderia fazer isso sem estar com todos vocês e meu querido irmão."
"Heh, yeah.\| Say, you think all this prophecy stuff is gonna work?\! Not like we got anymore options...","Hm. É.\| Então, acha que esse negócio de profecia vai funcionar?\! Não é como se tivéssemos outras opções..."
"...\| It must, Stefan.\! As you say, there is no other way.\! We have followed Sister Diana this far. But it is not she who we follow, it is our divine mission.\! We carry the last torch of Donar's presence in this world...","...\| Tem que funcionar, Stefan.\! Como você mesmo disse, não temos outra opção.\! Seguimos a Irmã Diana até aqui. Mas não é ela quem seguimos, é nossa missão divina.\! Carregamos a última tocha da presença de Donar neste mundo..."
Yikes... well when you put it that way... heh.,"Vish... Bom, quando você coloca dessa forma... é."
Say...\| anyone ever told you you're a real catch?,Diga...\| alguém já te disse que você é um partidão?
"I am sorry, I do not know what you mean, dear Stefan.","Sinto muito, mas não entendi o que você quis dizer, querido Stefan."
"A real catch!\! Y'know, fetching 'n all that.","Um partidão!\! Sabe, alguém que parte meu coração."
"...Oh my stars, Stefan...","... Pelas estrelas, Stefan..."
Yeeeeesss?,Siiiiiim?
"You really are as shameless as they say!\! Well, dear Stefan...","Você é realmente sem vergonha como dizem!\! Bom, caro Stefan..."
"Go ahead princess, you can tell me anything!","Vá em frente, princesa, conte-me tudo!"
"I...\|I am sorry, but I only like handsome, masculine men.\! Don't worry, I'm sure you will find a nice woman who will see you differently!","Hm...\| Sinto muito, mas só gosto de homens bonitos e masculinos.\! Não se preocupe, tenho certeza de que encontrará uma mulher que o verá de outra forma!"
W-w-w-whaaaaaat?!\! But...\| but...\| but...,Oooooo quêêê??\! Mas...\| mas...\| mas...
"Well, I must be going, my friend.\! We have a tough battle ahead, I wish you luck!","Bom, preciso ir, meu amigo.\! Temos uma batalha difícil à frente. Desejo-lhe sorte!"
Only...\| like...\| handsome...\! Ghaaaaaahhh!!! Come back!,Só...\| gosta...\| bonito...\! Aaaaaaahhh!!! Volte aqui!
