ENGLISH,PORTUGUÊS (BRASIL)
"Hey, \n[8]!\! We have really racked up some victories, huh?!","Ei, \n[8]!\! Acumulamos algumas vitórias, hein?!"
"Yes we have.\! They don't come easy, though...","Sim, sim.\! Mas elas não vêm fácil..."
And how would you say I'm performing?,E como diria que estou me saindo?
You are critical to our efforts of course...\! We do have a delicate balance of talents among us and every one of them is needed.,"Você é crucial em nossos esforços, é claro...\! Precisamos ter um equilíbrio delicado de talentos entre nós e cada um deles é necessário."
"Okay, so it's just because of the team?\! What about me, though?\! Don't you think I deserve more of the action?","Ok, então é só por causa da equipe?\! E eu?\! Não acha que eu mereça mais ação?"
"Haha, come on Sybil!\! You know how war works by now... you make plans and they're always dashed by one thing or another.","Haha. Poxa, Sybil!\! Agora você já sabe como a guerra funciona... fazemos planos e eles sempre são frustrados por uma coisa ou outra."
Ugh....\| this is what I always hear!\! No matter how much passion I put into my performance... this is always what I hear!,Ah...\| é isso o que sempre ouço!\! Não importa quanta paixão eu coloque nos meus esforços... sempre ouço isso!
Sybil...,Sybil...
...What?!,... O quê?
...Why are you so angry?,... Por que está tão brava?
"...\| What did you ask me?\! I mean, I heard you, but...","...\| Por que me pergunta isso?\! Quero dizer, eu entendi, mas..."
I mean it.\! I want to know.,É sério.\! Quero saber.
"I guess I just haven't been asked that before...\! But I know you well enough by now that you really mean it...\| Thank you, \n[8]...","Acho que é porque nunca me perguntaram isso antes...\! Mas já o conheço o suficiente para saber que está falando sério.\| Obrigada, \n[8]..."
I've wanted to pull this out of you for a long time.\! You mean a lot to me and it bothers me that you seem to have these demons weighting you down.,Faz um tempo já que queria saber isso de você.\! Você é muito importante para mim e me incomoda de verdade vê-la para baixo por causa desses demônios.
"...I've just always put so much into everything.\! And... it seems like everyone else gets so much more in return.\! I have to tell you... the last soul I fell in love with lead me to believe the feeling was mutual.\! But the more I invested, the less I received in return.\! Just like with always... ugh!!","... Eu sempre me esforço muito em tudo.\! E... parece que todos recebem muito mais em troca.\! Preciso falar... a última alma pela qual me apaixonei me levou a acreditar que era um sentimento recíproco.\! Mas, quanto mais me entreguei, menos eu recebi em troca.\! Que nem sempre... aff!!"
That's never good... I'm sorry to hear that...,Isso nunca é bom... Sinto muito por isso...
"What do you think, \n[8]?\! Am I ever going to get... back to even? Get what I want out of life?","O que acha, \n[8]?\! Será que um dia... a vida será equilibrada? E eu poderei ter o que quero na vida?"
"This is a scarcity mentality, I think.\! Everyone's been through it... I have, believe me.\! Your ship has sunk, and you're clinging to the weak raft, barely staying afloat, when it would be best to just let go, and let the currents take you where they may.\! You don't have to keep reaching so hard, and chasing people...\! The right people will be with you, fully, without you having to always give more than they do.","Acho que isso é mentalidade de escassez.\! Todo mundo passou por isso... Pode acreditar, eu também passei.\! Seu navio naufragou e você está pendurado em um bote fraco, quase sem conseguir flutuar... o momento onde seria melhor só soltar e deixar as correntes levarem com a maré.\! Você não precisa se esforçar tanto e perseguir pessoas...\! As pessoas certas estarão com você, por completo, sem você precisar sempre dar mais do que eles."
"\n[8]...\| Who are these right people?\! I mean, there's you of course...","\n[8]...\| Quem são essas pessoas certas?\! Quero dizer, tem você... claro..."
"Yeah, there is me...","Sim, tem eu..."
"Sybil, I think we understand each other so well.\! I'm not so invincible myself, you know.\! I think... we need each other.","Sybil, acho que nos entendemos muito bem.\! Eu não sou invencível, sabe.\! Acho que... precisamos um do outro."
"I feel the very same way, \n[8]!\! So many times, I've just wanted you to... just hold me.\! No talk, just be there.\! And I would do just the same for you... any time.\! We can be each other's safe place, you know?","Eu me sinto da mesma forma, \n[8]!\! Muitas vezes, só queria que você... me segurasse.\! Sem falar nada. Só estar ali.\! E eu faria o mesmo por você... sempre.\! Podemos ser o porto seguro um do outro, sabe..."
"I'd like that very much, Sybil.","Seria incrível, Sybil."
