ENGLISH,PORTUGUÊS (BRASIL)
\n[8].\! Got a minute?,\n[8].\! Tem um minuto?
"For you, always.",Para você? Sempre.
Eh... this kind of advice givin' isn't really my thing.,Ah... esse negócio de dar conselho não é minha praia.
"Whoa, who died, anyway?\! You're so serious at the moment, old man.","Ei! Você ficou tão sério agora, velho."
...Old man...,... Velho...
"Listen, I know I'm no spring chicken, but my mind's still sharp as a tack.\! And I have a good mind to tell you you're breakin' a lotta hearts 'round here.","Escuta, sei que não sou um ramo novo, mas minha mente ainda é afiada.\! E eu, com minha mente afiada, estou dizendo que você está partindo vários corações por aqui."
I beg your pardon??!,Como???
"Just...\| I'm sure at this point I got nothin' more to teach you about swordplay.\! But I still notice these young fellas 'round you...\| You just gotta be aware of their intentions.\! Just...\| keep that in mind for me, alright?","É que...\| Tenho certeza de que não tenho mais nada a lhe ensinar sobre técnicas de espadas.\! Mas ainda percebo esses jovens ao seu redor...\| Você precisa ter noção da intenção deles.\! Só...\| pense um pouco a respeito, por mim, ok?"
"Well... of course, Barnabas.","Bom... claro, Barnabas."
"I'd hate to see you goin' down the wrong path.\! That's all I ever wanted for you, \n[8].\! Just to be surrounded by those who have your back 'til the very end.\! You know...","Odiaria vê-la ir pelo caminho errado.\! Só isso que sempre quis para você, \n[8].\! Que você estivesse rodeada por aqueles que vão lhe proteger até o fim.\! Sabe..."
Kinda like a guy like me would.,Tipo como um cara como eu o faria.
Yeah.\! A guy just like you would.,Sim.\! Um cara como você o faria.
"Come on, Barnabas. There's gotta be a thousand stars I can recognize out tonight.\! Join me for a walk?","Vamos lá, Barnabas. Tem milhares de estrelas que consigo reconhecer hoje à noite.\! Quer dar uma caminhada?"
"Sure thing, \n[8].\! I would ask you to lay off the ""old man"" thing, but... I know how that goes.","Claro, \n[8].\! Pensei em pedir para largar mão da história do “velho”, mas... Sei que não vai acontecer."
"Haha, right you are.","Haha. Disso você tem razão."
