ENGLISH,PORTUGUÊS (BRASIL)
"\c[1]Underground escape route, Westerfield sewers\c[0]","\c[1]Rota de fuga subterrânea, esgotos de Campocidental\c[0]"
Why are they making us leave?,Por que nos estão fazendo sair?
They said the bad people are coming to take us away from our home.\! They said they are non believers.,Eles disseram que as pessoas ruins estão vindo tirar-nos de nossas casas.\! Eles disseram que são incrédulos.
"Yeah, this one prolly told 'em we are here.\! We all know he's not a believer like us, he doesn't even want to give up his old name.\! Isn't that right, ALEX?!","Sim, este aqui disse a eles que estamos aqui.\! Todos sabemos que ele é incrédulo como nós. Ele nem mesmo quer abrir mão de seu antigo nome.\! Não é mesmo, ALEX?!"
Shut up!\! I didn't tell anyone!!,Cala a boca!\! Eu não contei a ninguém!!
Stupid Alex... we're gonna tell on you.,Alex estúpido... vamos te denunciar.
Listen! My mom's gonna kill the masters.\! You'll see.\! She's the best fighter in the world.\! Then you can have your real families back!!,Ouça! Minha mãe vai matar os mestres.\! Você verá só.\! Ela é a melhor lutadora do mundo.\! Então vocês poderão ter suas famílias de verdade de volta!!
"That's it, you're dead.\! Come on, let's tell the masters we have a sacrifice!!!","É isso, você morreu.\! Vamos lá, vamos contar aos mestres que temos um sacrifício!!!"
Ha ha ha ha...\! Yeah! Get the non believer!!!,Ha ha ha ha...\! É! Pega o incrédulo!!!
"Alright you little freaks, keep it down in here.\! The Emperor is coming.","Beleza, maldiçõezinhas, mantenham silêncio aqui.\! O Imperador está vindo."
"Hello, young man.\! Your name is Alex, yes?\! Don't worry, you can say it here.","Olá, meu jovem.\! Seu nome é Alex, correto?\! Não se preocupe, você pode falar aqui."
"Yes, mister.","Sim, senhor."
Are the other children bothering you?,Há outras crianças lhe incomodando?
"Ha ha... not a tattle-tale, I see.\! Alex, I'm going to take you to a safe place.\! Please come with me.","Ha ha... vejo que não é um conto de fadas.\! Alex, eu o levarei a um local seguro.\! Por favor, me acompanhe."
Do you know where my mom is??,Você sabe onde está a minha mãe?
"...\| I am sorry, I cannot say I know her.\! But, I am the Emperor - so I should be able to find her, don't you think?","...\| Sinto muito, não sei se a conheço.\! Mas sou o Imperador, então talvez eu consiga encontrá-la, não acha?"
Yeah I guess so...,"É, acho que sim..."
"The rest of you, follow the masters' instructions.\! The...\| non-believers are coming to get you.",O restante de vocês siga as instruções do mestre.\! Os...\| incrédulos estão chegando para pegá-lo.
Let's get out of this den of muck...,Vamos sair fora deste covil de muco...
