ENGLISH,PORTUGUÊS (BRASIL)
"Oh, hi there, Abigayle.\! I was just passing through...","Ah, oi, Abigayle.\! Estava só passando..."
"Of course, \n[8]!\! You didn't want to talk to me?\! Okay, well, take care...","É claro, \n[8]!\! Não queria falar comigo?\! Ok. Bom, cuide-se..."
Sorry to bother you.\! ...See you around.,Desculpa incomodar.\! ... Nos vemos por aí.
Is there something...,Tem alguma coisa...
"Oh, sorry.\! I...\| Okay, let me start over.\! ...Hi Abigayle. I just wanted to check up on you.\! The battlefield is pretty rough at times...","Ah, desculpa.\! EU...\| Ok. Deixe-me começar de novo.\! ... Oi, Abigayle. Vim ver como está.\! Às vezes, o campo de batalha pode ser bem pesado..."
"Oh, that is sweet of you.\! It can be frightening... but it is my duty.\! Do not worry about me, dear \n[8].","Ah, que fofo da sua parte.\! Ele pode ser assustador... mas este é o meu dever.\! Não se preocupe comigo, querido \n[8]."
"Yeah...\| That's the thing.\! I do worry about you.\! Even if it's not necessary.\! When I see you out there, I...","É...\| Aí é que tá.\! Eu me preocupo com você.\! Mesmo se não precisar.\! Quando eu a vejo por aí, eu..."
"...Yes, dear \n[8]?","... Sim, \n[8]?"
I want to protect you.,Eu quero protegê-la.
Does that not just make you a responsible leader?,Isso não só o torna um líder responsável?
"No, no, not like that.\! It's you, Abigayle.\! It's you specifically who I want to protect...","Não, não. Não desse jeito.\! É você, Abigayle.\! Especificamente você que quero proteger..."
"Oh...\| Oh my stars.\! Why me, dear \n[8]?","Ah...\| Pelas estrelas...\! Por que eu, querido \n[8]?"
I don't know.\! I've felt that way since the first moment I met you.\! To be perfectly honest... my heart skipped a beat.\! I seem to remember it being really obvious on my face...,Não sei.\! Sinto isso desde a primeira vez que nos encontramos.\! Para ser sincero... meu coração quase parou.\! Lembro que isso ficou bem óbvio na minha cara...
"I-It is actually me who was embarassed to meet you, \n[8]...\| I felt my face turned the darkest shade of red...\| how foolish of me to lose my composure like that.","... Na verdade, fui eu que fiquei envergonhada de conhecê-lo, \n[8]...\| Senti meu rosto ficar mais vermelho que pimentão...\| Que tolice a minha perder minha compostura daquele jeito."
...You didn't notice me blushing?,... Você não me notou corando?
"Nor did you notice me, dear \n[8]...","Você também não percebeu quando corei, querido \n[8]..."
"Abi... I haven't been able to get you out of my mind, since the first moment I met you.",Abi... Não consegui tirá-la da cabeça desde a primeira vez que a vi.
I feel the very same about you...\| Oh my stars... You are a dream come true!,Senti o mesmo por você...\| Pelas estrelas... Você é um sonho realizado!
