ENGLISH,PORTUGUÊS (BRASIL)
\c[1]Helios Lab Director's Report - 982.01.09\! Aetherite clusters stable. Energy transfer complete with negligible loss. Subject 16(B)'s life signs stable. We consider the infusion to be in a satisfactory state. Propagation of Archetype C successful.\! The Grandmaster has requested 16(B) to undergo active acclimation phase.,\c[1]Relatório do Diretor do Laboratório de Helios - 982.01.09\! Grupos de aeterita estáveis. Transferência de energia concluída com perda insignificante. Sinais vitais do Objeto 16(B) estáveis. Consideramos que a infusão esteja em um estado satisfatório. Propagação do Arquétipo C bem-sucedida.\! O Grão-mestre solicitou que 16(B) passe pela fase de aclamação ativa.
"Huzzah! The experiment was a success! Well, of course, we already knew that. But how fascinating to follow the process.\! I must ask the Grandmaster what became of this ""Helios"" project...","Viva! O experimento foi um sucesso! Bom, é claro, já sabíamos disso. Mas como é fascinante acompanhar o processo.\! Preciso perguntar ao Grão-mestre o que aconteceu com esse projeto “Helios”..."
"Quiet, bird-brain. That wasn't the final journal entry.\! Look, there's one... page here with no label.","Silêncio, insignificante. Essa não foi a última entrada do diário.\! Veja, há uma... pagina aqui sem etiqueta."
...Oh?!,Ah...
"\c[1]I lament having to use these accursed devices. These aberrant extentions of Donar's tinge of conceit.\! The Helios director recommended exterminating Subject 16(B). The crown jewel of the considerable resources I have sacrificed.\! ""Unforeseen psychological trauma. Subject cannot be acclimated, trained, or controlled. Risk tolerance far exceeded.""\! Even my most devoted followers... still only human. Lacking entirely in the capacity to confer and convey the artistry of my covenant.\! No, 16(B) will not be exterminated. Recommend to myself - exterminate the Helios program entirely. Recommendation accepted, I believe is how they would organize this log.\! B...\| don't listen to these peons. We are going to do great things together.","\c[1]Lamento ter usado esses dispositivos amaldiçoados. Essas extensões aberrantes do tom de presunção de Donar.\! O diretor do Helios recomendou o extermínio do Objeto 16(B). A joia da coroa dos consideráveis ​ ​recursos que sacrifiquei.\! “Trauma psicológico imprevisto. Objeto não pode ser aclamado, treinado ou controlado. Tolerância de risco excedida excessivamente.”\! Mesmo meus mais devotos seguidores... ainda são só humanos. Totalmente carente da capacidade de conferir e transmitir a arte de minha aliança.\! Não, 16(B) não será exterminado. Recomendação para si: exterminar o programa Helios completamente. Recomendação aceita, acredito que seja como eles organizariam este registro.\! B...\| não dê ouvidos a esses peões. Faremos grandes feitos juntos."
M-Miss Beatrix...,S-senhora Beatrix...
They wanted to get rid of me.,Eles querem se livrar de mim.
Surely there is some mistake!,Certamente há algum erro!
...And he saved my life.,... Ele salvou minha vida.
"Well, Jebediah, I hope this has been educational for you.\! Your Grandmaster is actually a colossal fool!","Bom, Jebediah, espero que isso tenha sido educativo para você.\! Seu Grão-mestre é, na verdade, um tolo colossal!"
"N-now, you take that back! The Grandmaster's wisdom exceeds comprehension! You couldn't possibly-",R-retire o que disse! Agora! A sabedoria do Grão-mestre ultrapassa a compreensão! Você não poderia-
"Couldn't I?\! Hah, you heard these little worms. ""Psychological trauma, can't be acclimated."" It was so bad, they were prepared to lose my godlike power just to avert the risk of unleashing my insanity! Ha!","Eu não poderia?\! Rá! Consegue ouvir esses vermes? “Trauma psicológico, não pode ser aclamado.” Deu tão errado que eles estavam preparados para perder meu poder divino para evitar o risco de enfrentar minha insanidade! Haha!"
Well. Subject 16(B) lives on. And all of Tahnra will feel the consequences.,Bom. A Objeto 16(B) vive. E toda Tahnra sentirá as consequências.
W-What are you going to do?!,O-o que você vai fazer?
"Oh, Jeb. You're going to have to live in excrutiating suspense for the rest of your days.\! Tell you what, you'd best hedge your bets and continue to worship me, just in case.","Ah, Jeb. Você terá que viver em um suspense ensurdecedor pelo resto da vida.\! Quer saber, é melhor você apostar melhor e continuar a me adorar, só por precaução."
I-I have made a terrible mistake...,E-eu cometi um erro terrível...
