ENGLISH,PORTUGUÊS (BRASIL)
Hey Abigayle! Are you glad to be back in Lemelin?,"Ei, Abigayle! Está feliz de ter voltado a Lemelin?"
"Yes... but I must admit, I prefer the cold, and the snow, of Granheim Abbey. There is a certain magic to it that I cannot explain!",Sim... mas devo admitir que prefiro o frio e a neve da Abadia de Granheim. Há uma certa magia naquilo que não sei explicar!
Interesting. Aren't you from the hottest country in Tahnra?,Interessante. Você não é das terras quentes de Tahnra?
"I have no memory of my place of birth. To be honest, it is just another part of my life that sets me apart from most Sayunaari.\! I am a Priestess of the Sisterhood of Mercy... the Temple is my calling, and my home.\! My brother sorely wants to visit Sayunaa with me, but then again...","Não me recordo de onde nasci. Para falar a verdade, é só outra parte da minha vida que me separa da maioria dos sayunaari.\! Sou uma Sacerdotisa da Irmandade da Misericórdia... O Templo é meu chamado e a meu lar.\! Meu irmão só quer visitar Sayunaa comigo, mas mesmo assim..."
...He pretty much wants to do anything and is thrilled about the idea.,... Ele só quer fazer qualquer coisa e está empolgado com a ideia.
Ha ha ha... yes! Exactly!,Ha ha ha... sim! Exatamente!
"So... you're supposed to be assigned to a Paladin, right? How's that goin'?","Então... Você deve ser atribuída a uma Paladina, certo? Como está sendo isso?"
"It does not happen at any given time... sometimes it does not happen at all.\! You see, the Sisterhood of Justice is far smaller in number than my holy order.\! And eligible female Paladins number even fewer.\! I do not hold the same aspiration to be Bonded as Sister Edelia is, but it must be such an honor to be Bonded with the greatest of all Paladins!\! I can only hope to fulfill my duty to serving the Temple and pursuing a life as directed by holy Donar.","Não acontece com frequência... às vezes, nem acontece.\! Sabe, a Irmandade da Justiça é muito menor do que minha ordem sagrada.\! E Paladinas elegíveis são ainda mais raras.\! Não tenho a mesma aspiração de ser uma Ligação como a Irmã Edelia, mas deve ser uma grande honra ser uma Ligação com a maior de todas as Paladinas!\! Só posso esperar cumprir meu dever de servir ao Templo e levar uma vida conforme as instruções do santo Donar."
"Yeah.\| Wait, what about that drakeling you adopted?\! Is that in Donar's plans for you?","Sim.\| Espera, e aquele dragonito que você adotou?\! Ele está nos planos de Donar para você?"
Ahhh... please don't mention Nibbler to the Temple officials!\! But... I am still working on bonding with him.\! It seems it will take some time...,"Ah, por favor, não mencione o Bocada para os oficiais do Templo!\! Mas... Ainda estou trabalhando para conseguirmos nos conectar.\! Parece que vai levar um tempo..."
"You'll figure it out, I'm sure. Seems like the kid is a real fighter.","Você vai dar um jeito, tenho certeza disso. Parece que o garoto é mesmo um lutador."
"I am not quite sure, but I think he insists on being by my side in this war. I do hope to see him survive, and grow to enjoy life...","Não tenho certeza, mas acho que ele insiste em estar ao meu lado nesta guerra. Espero vê-lo sobreviver e crescer para aproveitar a vida..."
