ENGLISH,PORTUGUÊS (BRASIL)
"A bit dramatic with that whole 'end of the world' speech, don't ya think?","Meio dramático com todo aquele discurso de “fim do mundo”, não acha?"
...\n[8] is not familiar with the Temple's ways.\! It may be just what \n[5] needed to hear.,... \n[8] não se acostumou ainda com o jeito do Templo.\! Talvez seja exatamente o que precisava ouvir.
"...You're really serious about this stuff, aren't you?","... Você está falando sério sobre essas coisas, não está?"
"Just as the cult was deliberate in finding the Nephilim, so too must the Paladins be when countering their actions.","Assim como o culto foi deliberado em encontrar os Nephilins, os Paladinos também devem ser ao contra-atacar suas ações."
"Must be easy to think everything and anything happens for a reason...\! As though the fate of all reality is set in stone, so why bother setting out to change it?","Deve ser fácil pensar que tudo e qualquer coisa acontece por um motivo...\! Como se o destino de toda a realidade estivesse gravado em pedra, então por que se preocupar em mudá-lo?"
"...There are some things I would change, Stefan.\! The life of a warrior is difficult.\! The comforts of home call out to me...","... Há algumas coisas que eu mudaria, Stefan.\! A vida de uma guerreira é difícil.\! O conforto de um lar me chama..."
"Little Alex?\! Yeah, bet the kid really misses you...","Pequeno Alex?\! É, aposto que o garoto realmente sente sua falta..."
"Yes...\| But my son deserves a better world to inherit.\! If Zanatus is returning to our world, I must remain out here, fighting against fate, inevitable as though it may be.","Sim...\| Mas meu filho merece herdar um mundo melhor.\! Se Zanatus está retornando ao nosso mundo, devo permanecer aqui, lutando contra o destino, por mais inevitável que seja."
Yeah... I hear ya.\! He's a good kid.\! Wish I had somethin' as precious as Alex is to you.,É... Eu a entendo.\! Ele é um bom garoto.\! Queria ter algo tão importante quanto Alex é para você.
...My Alex worships you.\! You're practically his own father.,... Meu Alex o admira.\! Você é praticamente o próprio pai dele.
No kiddin'?,Sério mesmo?
Can you play that tune he likes so much? I have grown very fond of it as well...,Poderia tocar aquela música que ele tanto gosta? Também acabei gostando bastante dela...
Just gonna make you miss home even more...,Isso só fará você sentir mais falta de casa...
