ENGLISH,PORTUGUÊS (BRASIL)
"\c[1]20 years ago, Imperial Army Barracks\c[0]","\c[1]20 anos atrás, Quartel do Exército Imperial\c[0]"
"Sergeant Barnabas, we've got another one. Get your men organized and ready to deploy in two hours.","Sargento Barnabas, capturamos outro. Organize seus homens e prepare-os para o desdobramento em duas horas."
"Right, another Donari Temple?","Certo, outro Templo Donari?"
"...Do you have a problem with that, Sergeant?","... Algum problema com isso, Sargento?"
"No, sir. The Army is being put to good use, sir.","Não, senhor. Está sendo feito bom uso do exército, senhor."
"...Yes, I'm sure you think so.","... Sim, tenho certeza de que acha isso."
And try to clean the uniforms up a bit before your men shut that place down. The war's over. The public has eyes on everything we do.,E tente limpar um pouco os uniformes antes que seus homens fechem aquele lugar. A guerra acabou. O público está de olho em tudo o que fazemos.
"With what resources, sir? We barely got enough coin to keep our boys from choppin' my head off in a mutiny as is. You tellin' me we're to worry about spit 'n polish now too?","Com quais recursos, senhor? Mal conseguimos dinheiro suficiente para evitar que nossos rapazes cortassem minha cabeça fora em um motim. Está me dizendo que devemos nos preocupar com cuspir e polir agora também?"
"Just find a way, Sergeant. Put down that paperwork and do it your damn self if you have to.\! We're all on tight budgets. Don't think my superiors haven't kicked me around lately. As you were.","Dê um jeito, Sargento. Largue essa papelada e faça você mesmo se for preciso.\! Estamos todos com orçamentos apertados. Não pense que meus superiores não têm me cobrado ultimamente. Assim como você."
"I can do it, sir...","Eu resolvo, senhor..."
"...Whoa there, small fry! Who let ya in here?","... Pera lá, insignificante! Quem deixou você entrar?"
"...Um, I'm sorry. I'll leave.","... Hm, desculpa. Já estou saindo."
"Hey, don't sweat it, kid! Get on home now, your folks are probably worried sick.","Ei, não se preocupe, garoto! Vá para casa. Seus pais provavelmente estão bem preocupados."
Damn...\| thought so. Was hopin' you had a home to go to.,Droga...\| imaginei. Esperava que você tivesse uma casa para ir.
"Please let me clean your uniforms, sir...","Deixe-me limpar seus uniformes, senhor..."
"I ain't got nothin' to pay ya, kiddo. It ain't worth spendin' the energy.","Não tenho como pagar, garoto. Não vale o esforço."
It's okay...\| please sir...,"Está tudo bem...\| Por favor, senhor..."
There's supplies in the basement. Maybe the shields could have a bit more shine to 'em.,Há suprimentos no porão. Talvez os escudos pudessem ter um pouco mais de brilho.
...Looks like I lost my appetite too. Guess someone'll have to take my lunch so it don't go bad. It's nothin' special but it fills ya up...,"... Parece que perdi meu apetite também. Acho que alguém vai ter que levar meu almoço para não estragar. Não é nada demais, mas enche a barriga..."
