ENGLISH,PORTUGUÊS (BRASIL)
"Jules...\| Where have you been?\! This isn't like you, avoiding all of us.","Jules...\| Por onde esteve?\! Não parece coisa sua, evitando todos nós."
"Really?\! Yeah, I guess that's not really like me...\| I'm sorry, \n[8].","Mesmo?\! É... acho que não é algo que eu faria...\| Sinto muito, \n[8]."
"Haha, don't be sorry!\! I'm supposed to be leading this army and I can't have one of my best officers drifting away and...\| keeping secrets from me.",Haha. Não peça desculpas!\! Era para eu estar liderando este exército e não posso ter um dos meus melhores oficiais sumindo e...\| escondendo segredos de mim.
W-What secrets?,Q-que segredos?
Jules...,Jules...
"...Oh, did you...\! No, I swear, I didn't mean a thing!\! I-I thought I had lost my journal, but...\| How did...?!","... Ah. Como você...\! Não, eu juro, não foi minha intenção!\! Só achei que perdi meu diário, mas...\| Como você..."
...So you didn't mean it?,... Então não foi sua intenção?
???\| Do you mean...???,???\| Você quer dizer...
Very well.\! I guess I'll leave it alone...,Pois bem.\! Acho que deixarei as coisas assim...
"No, wait!!\! \n[8]...","Não, espere!!\! \n[8]..."
...What is it?,... O que foi?
"...\| Of COURSE I meant it!!\! \n[8], I have never met someone like you...\| I've always thought of myself as the one who has to pick up everyone else.\! But with you... I don't have to!\! It's you who does that to me!","...\| É CLARO que foi minha intenção!!\! \n[8], eu nunca conheci alguém como você...\| Sempre me vi como a pessoa que tem que escolher as outras.\! Mas, com você... Eu não preciso!\! Você causa isso em mim!"
Jules...\| Anyone should feel privileged to hear such things from someone as kind-hearted as you...,Jules...\| Qualquer pessoa se sentiria privilegiada de ouvir tais coisas de alguém tão bondoso quanto você...
"What a dangerous time this is.\! But I think we will be just fine if we are there for each other.\! Would you stand by me in this life, \n[8]?","Que época perigosa vivemos.\! Mas acho que ficaremos bem se estivermos aqui um para o outro.\! Você ficará ao meu lado nesta vida, \n[8]?"
"I can't imagine going forward any other way, Jules...","Não consigo imaginar seguir de outra forma, Jules..."
