ENGLISH,PORTUGUÊS (BRASIL)
It seems you've just about cleaned this up.,Parece que você acabou de dar um jeito nisso.
"Yes, your excellency. The army of Antares is broken.","Sim, vossa excelência. O exército de Antares se desfez."
"Then it should be a trivial matter to finish the job, yes? The people in the capital are anxious - they crave a swift resolution.","Então deve ser uma questão trivial finalizar o trabalho, certo? As pessoas na capital estão ansiosas... Elas querem uma resolução rápida."
"Prime Minister, they've dug themselves in deep. If we are reckless in this attack, we risk unnecessary casualties.","Primeiro-Ministro, eles se afundaram. Se formos inconsequentes neste ataque, arriscaremos mortes desnecessárias."
Uh oh...,"Ah, não."
"\n[8], was it? You've made a bit of a name for yourself, you know.\! Some in the Army ranks speak of a teal-haired youth who shocked Antares with a dramatic move and put his rebellion to a quick end.","\n[8], não foi? Você ganhou uma certa reputação, sabia?\! Alguns nos ranques do exército falam de alguém jovem de cabelos azuis que chocou Antares com uma estratégia dramática e deu um fim rápido à rebelião dele."
"Commander Trihan, does \n[5] speak for you as well? Must I summon a bit more patience to spare our men?","Comandante Trihan, \n[5] também fala em seu nome? Devo ter um pouco mais de paciência para poupar nossos homens?"
"Their defenses do appear to be formidable, your excellency. A more cautious approach would indeed save lives.","A defesa deles parece ser formidável, vossa excelência. Uma abordagem mais cautelosa certamente salvaria vidas."
"As you wish. Just one thing... do make sure that \n[8] makes it through this battle intact... I see great promise in \n[1]. Commander Trihan, the field is yours.","Como desejar. Só uma coisa... Garanta que \n[8] termine essa batalha sem sequer um arranhão... Vejo um grande futuro n\n[1]. Comandante Trihan, o campo é seu."
Your army has been vital to our operation so far. We're going to need shock troops to break inside their stronghold. We'll be right there with you.,Seu exército foi crucial para nossas operações até agora. Precisaremos chocar tropas para invadir a fortaleza deles. Estaremos lá com você.
"....\| Yes, I think we can do it.","....\| Sim, acho que conseguimos."
Of course we can!,É claro que conseguimos!
We've backed them into a corner. They've got nothing to lose and every reason to fight to the death...,Nós os encurralamos. Eles não têm nada a perder e todos os motivos para lutar até a morte...
"\c[1]Perimeter of Centurion's Rest, 1st Imperial Army\|\|\|\|\|\^","\c[1]Perímetro do Abrigo do Centurião, Primeiro Exército Imperial\|\|\|\|\|\^"
