ENGLISH,PORTUGUÊS (BRASIL)
Incredible...,Incrível...
"And it is ours to use as we see fit.\! It will take some time to refit it for battle, but with it, we can airdrop troops deep behind enemy lines.","E é nosso para usar como bem entendermos.\! Levará um tempo para reajustá-lo para batalha, mas, com ele, poderemos mandar tropas para atrás das linhas inimigas."
I've never seen one with my own eyes.,Não vejo um há um bom tempo...
Most haven't...\| We haven't flown these things for a hundred years.\! One would have to be wealthy beyond imagination to own one.,A maioria também não...\| Não pilotamos essas coisas há séculos.\! Alguém precisaria ser muito rico além da imaginação para ter um.
I have to admit something to you.,Preciso admitir algo.
I am afraid of you outgrowing me.\! Outgrowing our cause.,Tenho medo de que você esteja se desvinculando de mim.\! Deixando de lado nossa causa.
...I do have a history of changing loyalties.,... Tenho histórico de mudar minha lealdade.
"It's not that.\! I don't need loyalty from others.\! Not to me, anyway.","Não é isso.\! Não preciso da lealdade dos outros.\! Bom, não para mim."
"It seems to me that you've become the icon of hope in the peoples' eyes.\! As you are the icon, I would best serve the people as your right hand, if you will have me as such.","Parece que você se tornou o ícone da esperança nos olhos das pessoas.\! Por ser o ícone, eu melhor serviria às pessoas como seu braço direito, se assim você puder me ter."
"That's a relief.\! We'll build a new world together, Lysander.","Isso é um alívio.\! Construiremos um novo mundo juntos, Lysander."
