ENGLISH,PORTUGUÊS (BRASIL)
Chapter 24: Scorched Sands,Capítulo 24: Areias Escaldantes
"Sons of Sayunaa, Veridians are invading our homelands!\! The blood of our nation, the Caladori Mines, must not fall into their hands.\! Assault their base at Ezrum - and leave Sayunaa's defense to its women.","Filhos de Sayunaa, veridianos estão invadindo nossas terras!\! O sangue de nossa nação, as Minas Caladori, não devem cair sob a mão deles.\! Ataquem a base deles em Ezrum e deixem a defesa de Sayunaa para suas mulheres."
"\n[8], some say Sayunaa does not even need an army, because nature will defeat any invader.\! There is wisdom in this, but the Sayunaari soldiers are accustomed to the deserts, whereas we will be at a disadvantage.\! But the mines of Sayunaa can bear incredible wealth - we would be foolish not to attempt to seize them.","\n[8], alguns dizem que Sayunaa nem ao menos precisa de um exército, pois a natureza derrotará qualquer invasor.\! Há certa sabedoria nisso, mas os soldados Sayunaari estão acostumados com os desertos, onde estaremos em desvantagem.\! Mas as minas de Sayunaa podem guardar riquezas incríveis. Seríamos tolos de não tentar tomá-las."
"We've also got Casamir's boys right next door to the west, headed our way and wasting no time.\! Many battlefronts at once, but many options...","Temos os homens de Casamir logo a Oeste, vindo em nosso caminho sem desperdiçar tempo.\! Muitas frontes de batalha de uma só vez, mas muitas opções..."
"Ragavi, the famous sword mistress...\| Please lay down your blade!\! How could you serve the Imperial dogs?!","Ragavi, a famosa amante da espada...\| Por favor, abaixe sua espada!\! Como você pôde servir os cães imperiais??"
"Narima... you serve these Veridians, do you not?\! And you have left scores of our brothers and sisters dead...\! For that I curse your bloodline for a thousand years!","Narima... você serviu a esses veridianos, não?\! E você deixou dezenas de nossos irmãos e irmãs mortos...\! Por isso eu amaldiçoo sua linhagem por mil anos!"
Stop!\| Please...,Pare!\| Por favor...
"Cyrus...\| He came to us just after the Succession War. No one knows from where.\! The Duke of Ezrum had lead us into disaster, and the people were ready for a change in leadership.\! Cyrus made great promises...\! Security, strength, preservation...\! But now we spill our own blood for the Archaelus Empire.\! Narima...","Cyrus...\| Ele veio até a mim só após a Guerra de Sucessão. Ninguém sabe de onde.\! O Duque de Ezrum nos levou ao desastre e as pessoas estavam prontas para uma mudança na liderança.\! Cyrus fez grandes promessas...\! Segurança, força, preservação...\! Mas, agora, derramamos nosso próprio sangue pelo Império de Archaelus.\! Narima..."
"Then raise your sword against them!\! The Nephilim Army has the strength to fight them. There is no longer any reason to bend the knee to preserve our people.\! Please join our cause, Ragavi!","Então levante sua espada contra eles!\! O Exército Nephilim tem a força para combatê-los. Não há mais motivo para se curvar de joelhos para salvar seu povo.\! Junte-se à causa, Ragavi!"
"...\| I will.\! Give me warriors, and I will cut down the false Cyrus and lift the shadow from this land...",...\| Eu irei.\! Dê-me guerreiros e eliminarei o falso Cyrus e removerei a sombra de sua terra...
