ENGLISH,PORTUGUÊS (BRASIL)
"What happens here shall be kept quiet, for now.","O que acontece aqui não deve sair daqui, por enquanto."
"I trust you, Diana. But...","Confio em você, Diana. Mas..."
Everyone here is familiar with the Nephilim prophecy.\! Please step into the center of the room.,"Todos aqui conhecem a profecia dos Nephilins.\! Por favor, pise no centro da sala."
This is so foolish...,Isso é tão besta...
AAaaaagghh!!!!,AAaaaagghh!!!!
Get...\. out...\. of...\. my...\. head!!!,Sai...\. da...\. minha...\. cabeça!!!
What are you doing to me?!,O que você está fazendo comigo??
What did you hear from the voice that called out to you?,O que a voz que chamou falou?
"Hatred, anger, and darkness.\! Too intense for words.\! A desire for revenge.","Ódio, raiva e escuridão.\! Intenso demais para palavras.\! Um desejo por vingança."
"I heard it too, \n[8]...","Também ouvi, \n[8]..."
It was Donar himself who struck the final blow on Zanatus.\! It is only natural that the demon would burn with desire for revenge.,Foi o próprio Donar que deu o golpe final em Zanatus.\! É natural que o demônio arda de desejo por vingança.
I see why you wanted to keep this stuff a secret...\! People would become completely unhinged if rumors spread about the return of Donar...,Entendo por que você quis manter essas coisas em segredo...\! As pessoas ficariam completamente desequilibradas se rumores se espalhassem sobre o retorno de Donar...
"Diana, you can't be serious with all this.\! Are you really trying to tell me we're supposed to save the world because of some fairy tale?\! I've always made my own ""fate"" and I'm not planning on changing now.\! Anyone can be some sort of chosen one if they want it bad enough.\! Maybe even Jeb here.","Diana, você não pode estar falando sério sobre tudo isso.\! Está mesmo tentando me dizer que devemos salvar o mundo por causa de algum conto de fadas?\! Sempre criei meu próprio ""destino"" e não pretendo mudar agora.\! Qualquer um pode ser algum tipo de escolhido se quiser o suficiente.\! Quem sabe até o Jeb aqui."
Only as long as I failed to maintain my faith...,Só enquanto eu não conseguir manter minha fé...
"Our new friend here is welcome among us.\! Please make this your home, and take time to reflect on what happened.\! In time, you will know what you believe.","Nosso novo amigo aqui é bem-vindo entre nós.\! Por favor, faça desta a sua casa e reserve um tempo para refletir sobre o que aconteceu.\! Com o tempo, você saberá no que acredita."
Please excuse me... I must make a record of this...,Com licença... Tenho que fazer um registro disso...
I am sorry I pushed you into this.,Peço desculpas se forcei você a isso.
I guess I can't blame you...\| this is your mission.\! It's what you have to believe...,Acho que não posso te culpar...\| Esta é a sua missão.\! É no que você precisa acreditar...
"I do believe.\! And eventually, perhaps you will too.\! Until then, we will go together.\! I am yours to unleash upon your enemies.","Eu acredito.\! E, eventualmente, quem sabe você também acreditará.\! Até lá, iremos juntos.\! Pode me usar contra seus inimigos."
"You've got the wrong chosen one, Diana.\! But to have you as a friend and ally would be just as good for me.","Você escolheu o escolhido errado, Diana.\! Mas tê-la como amiga e aliada seria tão bom quanto para mim."
"Likewise, \n[8].","Igualmente, \n[8]."
"It is quite a tall order.\! To experience such evil, assaulting one's mind, and then to accept one's fate.\! Diana, you too struggled with this, you know.","É uma tarefa difícil.\! Viver um mal assim, atacando a mente de alguém, e aceitar o próprio destino.\! Sabe, Diana, você também sofreu com isso."
