ENGLISH,PORTUGUÊS (BRASIL)
"Good thing we showed up, huh Jules?\! Can't let the others take all the glory.","Que bom que viemos, né, Jules?\! Não dá para deixar os outros ficarem com toda a glória."
"Aw, come on.\! Glory's not all that important!","Ah, fala sério...\! Glória não é tão importante assim!"
Says you.\! You're sweet and all but you were adopted by rich nobles!\! The rest of us have to scratch and claw for everything we get.,"Fale por você.\! Você é uma ótima pessoa, mas nobres ricos que te adotaram!\! O resto de nós precisa arregaçar as mangas para ter tudo o que temos."
"What do you want so bad, anyway?\! You're doing great!","De qualquer forma, o que tanto quer assim?\! Você está se saindo muito bem!"
Jules... have I ever told you that I tried to become a Paladin?,Jules... já te contei que tentei me tornar uma Paladina?
"Not yet, but that seems right up your alley!","Não, mas parece bem a sua cara!"
"Exactly what I keep saying!\! But the Temple leadership said I was ""too hotheaded and ambitious""!\! Ugh... so here I am just a plain old army priestess.",Exatamente o que eu digo!\! Mas a liderança do Templo disse que eu era “muito cabeça-quente e ambiciosa”!\! Hunf... Agora estou aqui como sacerdotisa de um exército velho.
"I'm sorry, Sybil...\| This seems very important to you.","Sinto muito, Sybil...\| Isso parece bem importante para você."
"Have you ever seen the girls in the Sisterhood of Justice?!\! They're so amazing, and loved by everyone.\! I have to become a Paladin somehow... I just have to.\! Sorry, I'm being so selfish... what do you want for your future, Jules?","Você já viu as garotas na Irmandade da Justiça?\! Elas são tão incríveis e amadas por todos.\! Preciso dar um jeito de me tornar uma Paladina... Eu preciso.\! Desculpa, estou sendo egoísta... O que você planeja para o futuro, Jules?"
Well...\| I can't say I've thought about it too much!\! I just take things day by day.,Bom...\| Não dá para dizer que pensei muito a respeito!\! Eu levo as coisas dia após dia.
"Yeah, that's probably easier than always chasing the future...","É, provavelmente é mais fácil do que ficar sempre perseguindo o futuro..."
