ENGLISH,PORTUGUÊS (BRASIL)
"Hi, dear Zelos.\! May we speak?","Olá, querido Zelos.\! Podemos conversar?"
"Yeah, sure.","Sim, claro."
Some of the others say you are boastful.,Algumas pessoas dizem que você é arrogante.
I'm sure they're saying all sorts of things.,Tenho certeza de que dizem de tudo.
Well... yes...\| They say other things as well.\! But I am curious about the boastful part.,Bom... sim...\| Eles também dizem outras coisas.\! Mas me cutuca a curiosidade a parte da arrogância.
What?\| Why?,O quê?\| Por quê?
"It's okay, I don't mind.\! Please tell me about some of your great exploits.","Está tudo bem, não me importo.\! Por favor, conte-me sobre suas grandes façanhas."
"Let's see if there's anything that won't disgust you...\! Ah, the conquest of Stormrook was a high point in the campaign.\! The holdouts loyal to the Duchy of Rimorgue took their last stand...","Vamos ver se há algo que não lhe desce...\! Ah, a conquista de Torre-tempesta foi o ponto alto da campanha.\! Os redutos leais ao Ducado de Rimorgue tomaram sua última posição..."
"Please dear Zelos, nothing like that.\! I want to hear about you! And your great abilities and victories...","Por favor, Zelos, nada do tipo.\! Quero ouvir sobre você! E suas grandes habilidades e vitórias..."
"...Alright.\! The rest of our troops had no idea what to do.\! Good thing I arrived just then, on my dragon's back.\! I swooped down from the sky, and destroyed their defenses in a matter of moments.","... Certo.\! O resto de nossas tropas não faziam ideia do que fazer.\! O bom é que cheguei bem na hora, montado em meu dragão.\! Desci dos céus e destruí a defesa deles em questão de minutos."
Oh my stars...!\! Then what???,Pelas estrelas...\! E o que aconteceu??
"I am quite sure that the sight of me scared the defenders enough to retreat.\! They crammed themselves into the keep, until Terenor's son surrendered to me.","Tenho certeza de que a visão da minha chegada assustou os defensores a ponto de baterem em retirada.\! Eles se amontoaram na fortaleza, até que o filho de Terenor se rendeu a mim."
Wow... you are so terrifying to the enemy!\! Did the townspeople celebrate your victory?!,Uau... você é tão assustador para o inimigo!\! Os moradores celebraram sua vitória?
Uh...\| Yes. Let's go with that.,Ah...\| Sim. Vamos dizer que sim.
"Oooohh I see....\| But that's not enough, right?\! Not for a... warrior like you...","Aaaaah, entendi...\| Mas isso não foi o suficiente, né?\! Não para um... guerreiro como você..."
Strong silent type...\| Oh my stars... Zelos... you...\| You are so dreamy!!\! I mean...,Do tipo forte e quieto...\| Pelas estrelas... Zelos... você...\| Você é um sonho!!\! Quero dizer...
"You know what's interesting?\! Back when I was a ""nice"" guy, women did not care for me much.\! Yeah, they thought I was handsome, but whatever.\! Now, here we are, with you swooning over tales of conquest.\! It's all about the bad boys, isn't it?","Sabe o que é interessante?\! Lá atrás, quando eu era um “cara legal”, as mulheres não se importavam muito comigo.\! Claro, achavam que eu era bonito, mas... que seja.\! Agora, cá estamos, com você cambaleando com contos de conquistas.\! É uma questão de ser o arrogante, né?"
"It's not like that!\! I'm so sorry to have offended you, dear Zelos...","Não é isso!\! Sinto muito se o ofendi, querido Zelos..."
"Naw, it's okay.\! Better to be who you are than live a lie.\! Come, let me tell you about how I brought the city of Westerfeld to its knees.","Ah, tudo bem.\! Melhor ser quem se é do que viver uma mentira.\! Venha, deixe-me contar como eu coloquei a cidade de Campoeste de joelhos."
"Wonderful!\! Please, spare no detail this time...","Incrível!\! Por favor, conte todos os detalhes desta vez..."
