ENGLISH,PORTUGUÊS (BRASIL)
Granheim Abbey is just over those mountains. It is a Donari Temple outpost.\! We will be safe there.,A Abadia de Granheim fica logo depois daquelas montanhas. É um posto avançado do Templo Donari.\! Estaremos em segurança lá.
"Please keep moving. If the cold does not take us, enemy patrols will.","Continuem andando. Se o frio não nos pegar, as patrulhas inimigas irão."
Am I the only prisoner you found alive?,Fui a única pessoa dos prisioneiros que encontrou com vida?
"Sorry, friend. You're it.","Desculpe, colega. Sim."
Zelos...,Zelos...
He was with me before they took me.\! He fought to save my life.,Ele estava comigo antes de me pegarem.\! Ele lutou para salvar a minha vida.
Our enemy is clever and elusive.\! It is possible that your friend was taken elsewhere.,Nosso inimigo é perspicaz e ardiloso.\! É possível que seu amigo tenha sido levado para outro lugar.
...What enemy?,... Que inimigo?
"Long story, friend.\! We'd best be headin', though. Askin' for a bit of trust here.","Longa história, colega.\! Melhor continuarmos andando. Peço que confie um pouco mais."
Of course...,É claro...
