ENGLISH,PORTUGUÊS (BRASIL)
"...Hey, you.","... Ei, você."
You look well. I'm glad they've given you the freedom you deserve.,Você está com uma cara boa. Fico feliz que eles o deram a liberdade que merece.
"...\|In a sense, the guards have been agreeable.\| And of course, I am a model inmate.","...\| De certa forma, os guardas também concordam.\| E, é claro, sou um prisioneiro modelo."
"Heh...\| yeah, I have no doubt.","Hehe...\| Sim, não tenho dúvidas."
"There is no need for discomfort on your part, \n[8].\| This is penance for my own foolish actions, and how I proposed to repay my debts to my homeland.\! I can only hope the people see it as I do.","Não precisa se sentir desconfortável, \n[8].\| Esta é a penitência por minhas próprias ações estúpidas e como propus pagar minhas dívidas para com minha terra natal.\! Só espero que o povo veja isso como eu vejo."
"It seems self-imposed penance is all the rage these days, huh.",Parece que uma autopenitencia está na moda hoje em dia.
"Indeed, and if I may impose, yours is entirely pointless.\| You are the hero of the age.","Verdade e, se posso opinar, a sua é totalmente sem sentido.\| Você é o herói de nossa época."
"...So, I hear your articles are really making waves.\| I mean, that's not surprising, but... you're already serving in a government position before the end of your sentence?","... Então, ouvi falar que seus artigos estão chamando atenção.\| Quero dizer, não me surpreende, mas... você já está servindo em uma posição no governo antes do fim de sua sentença?"
"Yes. It is a largely ceremonial role for the time being, but I am humbled to know that my articles have been so well-received.\! The Proconsulate has offered me the honor of being a founding father of sorts.\! A bizarre fate for a man like me, but a responsibility I feel obligated to fulfill.","Sim. Por enquanto, é um cargo meramente cerimonial, mas sinto-me honrado em saber que meus artigos foram tão bem-recebidos.\! O Proconsulado me ofereceu a honra de ser uma espécie de pai fundador.\! Um destino bizarro para um homem como eu, mas uma responsabilidade que me sinto obrigado a cumprir."
"That is wonderful, Lysander.\| You deserve no less, and our country needs what you have to offer desperately.\! This is truly who you were meant to be. If I can hope one thing for my loved ones, to fulfill the purpose etched by your birth is it.","Isso é incrível, Lysander.\| Você não merece menos que isso e nossa terra precisa o que você tem a oferecer, desesperadamente.\! Este é realmente quem você deveria ser. Se eu posso esperar uma coisa para meus entes queridos é cumprir o propósito traçado por seu nascimento."
...Loved ones...,... Entes queridos...
"Of course.\| Always, Lysander...\| nothing, no one could touch my life as you have.","Claro.\| Sempre, Lysander...\| Nada nem ninguém poderia tocar minha vida como você a tocou."
I wish you would renounce this love entirely.\| ...\| I wish that I could.,Gostaria que você renunciasse totalmente a esse amor.\| ...\| Queria conseguir.
"Yeah, not so easy, is it?","É, não é tão fácil assim, né?"
Will you ever return to Veridia?,Você retornará algum dia a Veridia?
"You know I can't say.\| And... you know how I feel about it.\| About us.\| I need you to embrace your new life, and to let me go.\! If I return, if we do see each other again, I need to see you thriving. Happy, and fulfilled. Even if it's not with me.\! That is the only way either of us can survive the future, Lysander...","Sabe que não posso dizer.\| E... você sabe como me sinto em relação a isso.\| Em relação a nós.\| Preciso que você agarre sua nova vida e deixe-me ir.\! Se eu retornar, se nos virmos novamente, preciso ver que você prosperou. Feliz e com plenitude. Mesmo que não seja comigo.\! Só assim nós poderemos sobreviver ao futuro, Lysander..."
...\|\| Imagining life without you...\| it's so empty.\| So meaningless.,...\|\| Imaginar a vida sem você...\| É tão vazio.\| Tão sem sentido.
"No, you're wrong!\| Stop getting trapped by your own hubris.\| You are in charge of your destiny now, you'll make that meaning.\| ...Don't suffer, Lysander.\| Please...","Não, você está errado!\| Pare de se prender em sua própria arrogância.\| Você está no controle do seu destino agora, precisa fazer disso algo significante.\| ... Não sofra, Lysander.\| Por favor..."
I'm sorry. It is not possible to be pleased with losing you.,Sinto muito. Não consigo me alegrar em perder você.
"I'm not lost.\| Not yet. A demon god couldn't take me down, I'm not about to throw in the towel for what ever awaits me.",Eu não me perdi.\| Não ainda. Um deus demônio não conseguiu me derrubar. Não vou jogar a toalha por seja lá o que me aguarde.
"Of course.\| Donar watch over you, \n[8]...","Claro.\| Que Donar lhe acompanhe, \n[8]..."
"Thank you, Lysander... and you as well.","Agradeço de coração, Lysander... a você também."
