ENGLISH,Russian
Mom??!!,Мама?!
My Alex...,"Алекс, малыш..."
"Long time no see, kiddo.","Давно не виделись, паренёк."
"Uncle Stef, you're back too?!","Дядя Стеф, и ты здесь?!"
...Uncle?,...Дядя?
Kid's got quite the imagination... heh.,У парнишки просто богатое воображение... хе-хе.
Edelia...\| my beloved Sister.\! My heart is at ease knowing you are safe.,"Эделия...\| моя славная сестра.\! Моё сердце наконец спокойно от мысли, что ты цела."
"Every time you go to war, it fills me with dread.\! I hope you will stay longer this time... surely you could use a spot of rest!","Всякий раз, когда ты уходишь на войну, мне становится страшно.\! Надеюсь, на сей раз ты задержишься подольше... тебе ведь совсем не помешает отдых!"
"That's an understatement... \! Your hospitality is always welcome, Edelia...","Это мягко сказано... \! Твоё гостеприимство всегда очень кстати, Эделия..."
"But the dangers to our world are growing, and the Paladins are needed more than ever.\! I will spend every moment with you and Alex while I am here.","Но миру вновь угрожает опасность, и сейчас паладины нужны ему как никогда раньше.\! Но я буду проводить рядом с тобой и Алексом каждый миг, пока я здесь."
"I'll get ya caught up. Edelia there's her ""Bonded.""\! Not sisters by birth, but by blood pact.\! Edelia's the Sister of Mercy, who takes care of the warrior's family and home while enjoying a privileged status in their holy order.\! Diana's the Sister of Justice, or the Paladin, 'n fact the leader of 'em.\! They... y'know... go out and smash things.","Я немножко вам проясню. Эделия типа с ней «связана».\! Они не сёстры по рождению, но у них клятва крови.\! Эделия — Сестра Милосердия, они занимают почётный статус в ордене и заботятся о семьях воительниц.\! А Диана — Сестра Правосудия, по сути главная из них.\! Они занимаются тем, что... ну... типа молотками орудуют."
Interesting setup they've got going.,Интересная у них там иерархия.
"Mmhmm... mostly Diana's doin' though. A return to the old way.\! Y'see she's actually a bit of an outcast 'round here... too orthodox for their lot.\! By my view, she's a better religious whackadoo than any of 'em.\! These lazy priests don't even realize what she's become...\| She *is* the Temple, my friend.\! Y'didn't hear that from me, though.","Ага... но это в целом Диана всё организовала. Вернула старые порядки.\! Смотри, она в целом тут немного особняком... слишком верна традициям — даже на фоне остальных.\! Как по мне, из неё религиозная убивашка лучше, чем из них всех вместе взятых.\! А жрецы эти ленивые вообще не понимают, кем она стала...\| По сути, она *и есть* Храм, дружище.\! Но я тебе этого не говорил."
Grandmaster Oxley...,Магистр Оксли...
"Yes, I'm still here, alive and kicking. And so is my greatest Paladin, despite her lust for battle, mmhmm!","В добром здравии. Как и моя лучшая паладинша, несмотря на свою любовь к сражениям!"
...Who is that?,...А это кто такой?
"Oh, yes of course, you haven't met!\! Diana, please meet Brother Jebediah.\! He is my protege, and well-versed in the language of the ancient texts.\! Come now, don't be shy.","Ну конечно, вы же не знакомы!\! Диана, знакомься — Брат Джебедайя.\! Мой протеже, он не знает себе равных в языках и древних текстах.\! Ну-ну, не стесняйся."
Nice to meet you...,Очень приятно...
"So, you will be assisting the Grandmaster? Very well.\! I would like to introduce our new friend, \n[8].\! We found \n[1] as a prisoner at the cult's prison complex near Granheim Abbey.","Стало быть, ты теперь помогаешь магистру? Очень хорошо.\! Позвольте представить, \n[8].\! Это наш новый союзник. Неожиданная встреча в тюрьме культа близ аббатства Гренхейм."
!!!\| You actually survived there?!\! I mean...,!!!\| Тебе и правда удалось там выжить?!\! В смысле...
"...It would seem so, right?",...Похоже на то.
Yes of course but...\| simply remarkable.\! Their brutality is boundless.,"Да, разумеется, просто...\| это невероятно.\! Их жестокость не знает границ."
Grandmaster... do you think??,Магистр... что скажете?
"Please follow us, \n[8].","Следуй за нами, \n[8]."
