ENGLISH,Russian
"Here we stand, together again.\! You've a lot to answer for, \n[8].","И вот мы снова встретились.\! Тебе за многое предстоит ответить, \n[8]."
"No matter how many lies you pile onto yourself, you still play the part.\! Some day, Casamir, your lies are going to catch up to you.","Сколько ни плети паутину лжи, а расплата придёт.\! Однажды ты поплатишься за всё, Казамир."
Your glib remarks mean nothing.\! All that matters is my imminent coronation to become Emperor of all Veridia.,Твои пафосные речи ничего не изменят.\! Скоро я буду коронован и стану Императором всей Веридии.
"You've built quite a following, you know.\! They say you're the bringer of light, the hero of the West... some even think you're the reincarnation of their god.","А у тебя набралось немало последователей.\! Тебя называют приносящим свет, героем Запада... кое-кто даже считает воплощением их бога."
"It seems pretending to be a religious savior to win the hearts of the people nearly won this war for you.\! The Temple is too dangerous to be left intact, as are their beliefs, and their...\| folk heroes.","Твои попытки выдать себя за мессию были весьма успешны, и тебе почти удалось победить.\! Храм слишком опасен, и их вера тоже. Нельзя оставлять в живых ни их, ни...\| народных героев."
Gunners... ready!!!,Стрелки... готовься!!!
"Goodbye, \n[8].\! Give my regards to... whatever god you people worship these days.","Прощай, \n[8].\! Передавай привет... богу, которому нынче принять поклоняться."
FIRE!,ПЛИ!
"\c[1]What have they done, my champion?\! Such folly, such recklessness.\! To cause you such harm...\| all for what?\! To continue this fairy tale, this... prophecy of theirs?!","\c[1]Что они с тобой сделали, о мой воин?\! Как глупо, как безрассудно.\! Они решили убить тебя...\| а всё ради чего?\! Чтобы продолжалась эта их сказка, это... пророчество?!"
"\c[1]You have become powerful, my champion. Peerless in this world!\! You know what you must do.\! Do it, and the power bestowed upon you will be yours forever.","\c[1]Ты становишься сильнее, мой воин. Тебе уже нет равных в этом мире!\! Ты знаешь, что делать дальше.\! Доведи дело до конца, и сила, которую я тебе даю, будет твоей навеки."
It shall be done.,Да будет так.
