ENGLISH,Russian
"\c[1]Eastwall Fortress, Inner keep\c[0]",\c[1]Внутри крепости Иствол\c[0]
You all survived...,Вам всем удалось выжить...
"And you as well, which begs the question... how?",Тебе тоже. Напрашивается вопрос... а как?
"Someone, or something greater than us all, saw fit to change things in a big way.\! Perhaps one day, I will have a better explanation than that.","Некто или нечто очень могущественное задумало большие перемены.\! Возможно, однажды у меня появится более понятное объяснение."
"This is the Nephilim Army.\! Everyone in this room, and everyone who travels with us.\! This army's purpose is to dismantle Casamir's empire.\! If you don't wish to go with me, I won't hold it against you.","Мы — армия нефилимов.\! Каждый, кто находится в этом зале, и все, кто путешествуют с нами.\! Наша цель — разрушить империю Казамира.\! Если кому-то из вас со мной не по пути, я не буду вас винить."
Raskuja has not yet fulfilled his contract - to slay all enemies of \n[8].\! He will remain.,"Раскуджа ещё не выполнить контракт. \n[8] встречать врагов, Раскуджа убивать их.\! Он оставаться."
"Those bastards destroyed my life's goal!\! I'm gonna make them pay, one way or another!",Эти твари уничтожили смысл моей жизни!\! Они за это заплатят — так или иначе!
"There is no other path to justice for this world. I stand with you, \n[8]!","Иным способом справедливости в этом мире не добьёшься, \n[8]! Я с тобой!"
"I think the people have spoken.\! The old crew's back together, and for good this time, yeah?","Все высказались.\! Старая гвардия снова в сборе. И надеюсь, на сей раз нас ничто не остановит."
All I've had are friends.\! But now I consider all of you family.\! None of you are allowed to die...,Раньше у меня были друзья.\! Но теперь каждый из вас — моя семья.\! Я никому не позволю погибнуть...
"\n[8], please follow me to the rooftop.\! Before you reinforced us, we captured a luxury airship that was parked here.","\n[8], идём-ка на крышу.\! Перед твоим приходом мы нашли там шикарный летучий корабль."
