ENGLISH,Russian
It seems you've just about cleaned this up.,"Похоже, вы уже почти разобрались с проблемой."
"Yes, your excellency. The army of Antares is broken.","Да, ваше превосходительство. Армия Антареса разбита."
"Then it should be a trivial matter to finish the job, yes? The people in the capital are anxious - they crave a swift resolution.","Значит, закончить дело не составит труда, не так ли? В столице нарастает напряжение. Люди ждут, что проблему решат и быстро."
"Prime Minister, they've dug themselves in deep. If we are reckless in this attack, we risk unnecessary casualties.","Премьер-министр, они серьёзно окопались. Если слишком поторопимся с атакой, возникнет риск лишних потерь."
Uh oh...,Ага...
"\n[8], was it? You've made a bit of a name for yourself, you know.\! Some in the Army ranks speak of a teal-haired youth who shocked Antares with a dramatic move and put his rebellion to a quick end.","\n[8], верно? Твоя слава бежит впереди тебя.\! В армейских рядах ходят слухи о человеке с бирюзовыми волосами, который шокировал Антареса невиданной военной хитростью и быстро положил конец восстанию."
"Commander Trihan, does \n[5] speak for you as well? Must I summon a bit more patience to spare our men?","Командир Трихан, должен ли я прислушаться к этим словам? Стоит ли мне проявить чуть больше терпения, чтобы сберечь наших солдат?"
"Their defenses do appear to be formidable, your excellency. A more cautious approach would indeed save lives.","Их укрепления и правда внушительны, ваше превосходительство. Более осторожный подход может спасти множество жизней."
"As you wish. Just one thing... do make sure that \n[8] makes it through this battle intact... I see great promise in \n[1]. Commander Trihan, the field is yours.","Хорошо. И кстати... пусть \n[8] выживет во время битвы, это важно... Такой талант нужно сберечь. Командир Трихан, ваш выход."
Your army has been vital to our operation so far. We're going to need shock troops to break inside their stronghold. We'll be right there with you.,"До сих пор ваша армия играла важную роль в операции, будем продолжать в том же духе. Нам нужны ударные отряды, которые сломят вражескую линию обороны и прорвутся в крепость. А мы окажем вам поддержку."
"....\| Yes, I think we can do it.","...\| Хорошо, думаю, мы справимся."
Of course we can!,Конечно справимся!
We've backed them into a corner. They've got nothing to lose and every reason to fight to the death...,"Мы загнали их в угол. Им нечего терять, и они будут сражаться до конца..."
"\c[1]Perimeter of Centurion's Rest, 1st Imperial Army\|\|\|\|\|\^","\c[1]Возле укреплений Убежища Центуриона, 1-я Имперская Армия\|\|\|\|\|\^"
