ENGLISH,Russian
\c[1]Port Jenos harbor\c[0],\c[1]Гавань порта Дженос\c[0]
Thank you for coming prior to your army's departure.\! You certainly are the trusting type...,"Спасибо, что удалось встретиться до отправления вашей армии.\! Ты явно умеешь доверять людям..."
Who are you?,Кто ты такой?
My name is Lysander.,Меня зовут Лисандер.
Wha... Lysander?!\! General Lysander? Of the Imperial Army?,Что... Лисандер?!\! Генерал Лисандер? Из имперской армии?
Yes. I know your name from the Academy.\! Seems we never crossed paths before.,"Да. Я помню твоё имя по Академии.\! Похоже, нам не доводилось пересекаться."
I just thought you would be older...,"Мне просто казалось, ты будешь старше..."
Heh heh....,Хе-хе...
...How did you know where to find me?,"...Как ты узнал, где меня искать?"
All that matters now is that I come to you with a warning.\! News is already spreading... Empress Florina was murdered.,Это не так важно. Я пришёл с предупреждением.\! Вести уже расходятся... Императрица Флорина убита.
"War is imminent.\! The Empress's death has opened old wounds, sparked old rivalries.\! The two strongest Dukes, Lothair and Terenor, have mobilized their armies.\! It's civil war, and it's just a matter of time.","Войны уже не избежать.\! Гибель императрицы разбередила старые раны, разожгла былую вражду.\! Два сильнейших герцога, Лотэр и Теренор, мобилизуют армии.\! Начало гражданской войны — лишь вопрос времени."
"Lysander, there's got to be more to this... and you know who.","Лисандер, за этим кто-то стоит... и ты понимаешь, о ком я говорю."
"Careful what you say, \n[8].\! The Prime Minister is very popular among the people.\! He has surrounded himself with powerful allies...","Осторожнее со словами, \n[8].\! Премьер-министр нынче весьма популярен в народе.\! У него могущественные союзники..."
"Then you believe he is responsible for the murder?\! Come on, just admit it!\! He's been obsessed with becoming Emperor for so long.\! He would do anything...","Так ты веришь, что это он убийца?\! Ну давай, признай же!\! Он так давно был одержим идеей стать Императором.\! Он готов на всё..."
You must keep your voice down.,"Говори, пожалуйста, потише."
"There are those among us in the Imperial Army who think as you do.\! Do not act rashly. Casamir will make a mistake eventually.\! For now, you should stay with the Temple.\! When I have collected enough evidence to expose Casamir, I will find you.","В армии Империи немало тех, кто думает так же, как ты.\! Не нужно спешить, в какой-то момент Казамир сам ошибётся.\! А пока лучше тебе оставаться с храмовниками.\! Как только я отыщу достаточно доказательств вины Казамира, я тебя найду."
"Until then, I trust you will keep this meeting to yourself?","А до того момента, полагаю, я тебя не видел?"
Of course...,Разумеется...
