ENGLISH,Russian
Granheim Abbey is just over those mountains. It is a Donari Temple outpost.\! We will be safe there.,Аббатство Гренхейм за теми горами. Это аванпост Храма Донари.\! Там мы будем в безопасности.
"Please keep moving. If the cold does not take us, enemy patrols will.","Пойдём, пожалуйста. А то либо замёрзнем, либо патрулям попадёмся."
Am I the only prisoner you found alive?,А других живых пленников вы не находили?
"Sorry, friend. You're it.","К сожалению, только тебя, дружище."
Zelos...,Зелос...
He was with me before they took me.\! He fought to save my life.,Нас вместе забрали в тюрьму.\! Он пытался меня защитить.
Our enemy is clever and elusive.\! It is possible that your friend was taken elsewhere.,"Наш враг умён и очень хитёр.\! Может так быть, что твоего друга забрали в другое место."
...What enemy?,...Какой враг?
"Long story, friend.\! We'd best be headin', though. Askin' for a bit of trust here.","Долгая история, дружище.\! Пойдём, ладно? Просто доверься нам."
Of course...,Разумеется...
