ENGLISH,Russian
Seems like a trap...,"А не ловушка ли это, часом..."
"Better keep your eyes open, then, and blink us out if things go sideways.\! We need the book...","Не расслабляйся. Если что-то пойдёт не так, тут же нас телепортируй.\! Книгу нужно вернуть..."
...\| By the heavens...,...\| О небо...
Isn't that...\| that crazy mage who gave us such trouble before?!,"Да это же...\| та самая дурная магичка, с которой мы проблем огребли."
"Yes...\! And apparently, one of the Nephilim...","Ага...\! А ещё, похоже, она одна из нефилимов..."
...Am I dead?,"...Я умерла, да?"
Just about.\! But you'll be fine.,Почти.\! Но теперь всё хорошо.
"Splendid...\| looks like those imperial goons couldn't get the best of me, after all.\! I do suppose I owe you a thank you, mmm?","Прелестно...\| похоже, имперские головорезы всё-таки не смогли меня одолеть.\! Полагаю, с меня благодарность, м-м-м?"
"How about an apology?\! You know, for stealing our property.","Лучше бы извинилась?\! Ты украла то, что принадлежит нам."
"Oh, that belonged to you?\! Goodness, had I known I was dealing with such lovely specimens, I would've just asked nicely instead.\! Name's Beatrix Pendergast.","Ой, так это ваше?\! Божечки, да знай я, с какими милахами предстоит иметь дело, я бы просто вежливо попросила.\! Меня зовут Беатрикс Пендергаст."
"...Pendergast?\! As in, Edmund Pendergast?",...Пендергаст?\! Это как Эдмунд Пендергаст?
"That's the one, darling.\! Edmund's little princess.","Именно так, дорогуша.\! Любимая дочурка старика Эдмунда."
Interesting. I wonder what someone from such a family would be doing out here?,Как интересно. Что же здесь забыли выходцы из такой династии?
"Beatrix...\| you must come with us.\! You are one of the ancient Avatars of Donar, reborn into our world.","Беатрикс...\| присоединяйся к нам.\! Ты одна из древних Аватаров Донара, возрождённых в нашем мире."
Wait just a minute...\| how did you...,Минуточку...\| но как ты...
"Ah ha!\! Of course, you pulled me from the brink.\! Signature move of Donar himself.\! Well, well, fancy meeting you here, a thousand years later.","Ага!\! Ну конечно, вытащил меня в последний миг.\! Вполне в духе Донара.\! Ну что же, рада встрече тысячу лет спустя."
"And you, the gigantic paladin. Inheritor of Galzus's legacy, no doubt.\! Eat any good books lately?","А ты, гигантская паладинша, конечно же носительница наследия Гальзуса.\! И как, попадались интересные книжицы?"
"Beatrix, the Nephilim are destined to reunite and fight Zanatus in the final battle.\! It is written in the prophecy, which has thus far come true.","Беатрикс, нефилимам предначертано объединиться и сразиться с Занатусом в последнем бою.\! Так сказано в пророчестве, и пока что оно сбывается."
"Yes, that is the ""prophecy"" as they say, isn't it.","Кто бы сомневался, это же «пророчество»."
"If you don't like prophecies, take a look, all but one Nephilim Avatar is standing in this room.\! We have much to discuss - let's head back to Embor.","Если пророчества тебе не по вкусу, просто взгляни: все нефилимы-Аватары, кроме одного, стоят сейчас перед тобой.\! Нам столько нужно обсудить. Поехали с нами в Эмбор."
"Oh, really?\! And just why should Beatrix Pendergast comply with the likes of you, hmm?","Да ну?\! И с чего бы Беатрикс Пендергаст связываться с такими, как вы, м-м-м?"
"I have an army, and you owe me one.","У меня есть армия, а за тобой должок."
"You know... I always did love it in Embor.\! What with the year-round, bone-chilling winter, the endless, featureless fields... the bland, lard-based cuisine...\| yes, what a lovely destination.\! After you!","Знаешь что... а мне всегда нравилось в Эмборе.\! Там такая уютная зима круглый год, аж до костей пробирает. Бескрайние белые поля... простая кухня с кучей жирной пищи...\| и правда, почему бы и нет.\! После вас!"
