ENGLISH,Russian
...Am I bothering you?,...Не мешаю?
"Never.\! Join me, \n[8].","Конечно нет.\! Присаживайся рядом, \n[8]."
Do you believe these people are common thugs?,"А ты сам веришь, что эти люди просто разбойники?"
What I believe doesn't matter. We're just soldiers right now.,"То, во что я верю, не имеет никакого значения. Мы солдаты, и это не должно нас волновать."
"Come on, I know you better than that. What exactly do you think the rebels want?","Не притворяйся тупым солдафоном, я тебя знаю. Как думаешь, чего на самом деле хотят мятежники?"
"They don't know what they want. They're angry and confused. Lashing out against order, hoping chaos will improve their situation.\! All they understand is force, so force they shall receive.","Они сами не знают, чего хотят. Они злы и напуганы. Они бросают вызов текущему порядку, надеясь во всеобщем хаосе улучшить своё положение.\! Они понимают лишь силу, и мы их не разочаруем."
Interesting...,Интересно...
"What do you think they want, then?","И чего они, по-твоему, хотят?"
"They just want to be heard and understood. The Empire's taxing people to death to pay for the Succession War debts.\! If we destroy Antares, others like him will continue to speak out and rebel.","Чтобы их услышали и поняли. Империя душит их налогами, чтобы расплатиться с долгами Войны за престол.\! Если мы убьём Антареса, появятся другие, и они тоже будут возмущаться и бунтовать."
"You know just as I do - an army of lambs can become lions at a moment's notice. Let's not pretend that compassion will ever result in a lasting peace.\! If the roles were reversed, if you were the one begging for mercy, do you think you would get it?","Ты прекрасно знаешь, что армия ягнят за миг становится львами.\! Никогда в истории сострадание не приводило к длительному миру. Если бы вы поменялись местами, если бы именно тебе пришлось просить о милости, как думаешь, тебе бы её дали?"
"And so, we follow orders, as it is our duty. Makes everything so simple.","И поэтому мы следуем приказам, потому что это наш долг. Так гораздо проще."
There's a crimson star out tonight. Haven't seen one in a long time...,Сегодня на небе видна багровая звезда. Уже очень давно я её не видел...
It is quite a sight to behold...,Красивое зрелище...
It's an omen.,И дурное предзнаменование.
Of course it is...,Да...
"Every time we have seen the crimson star, something big happens. Really big. Changes the course of history.\! Think that star is speaking to us, \n[8]? Calling upon us to do as Donar would and fix this world?","При каждом появлении багровой звезды происходили значительные события. Судьбоносные. Меняющие ход истории.\! \n[8], тебе не кажется, что звезда говорит с нами? Призывает нас следовать пути Донара и исправить этот мир?"
Ugh...\| It's just...,Не знаю...\| Просто...
Yeah... sure. That's probably what it is.,"Да... Ты прав. Думаю, так и есть."
"Heh... \| Thank you for humoring me, \n[8].","Хе-хе... \| Спасибо за поддержку, \n[8]."
