ENGLISH,Russian
Chapter 4: Paradigm Shift,Глава 4: Смена парадигмы
"It's times like these I ask me'self what went wrong. How'd the likes of Stefan end up against these devil worshippers, runnin' the risk of bringin' harm to this beautiful face voluntarily?\! Ah well, these prisoners likely won't be savin' themselves.","В такие моменты я часто задаю себе вопрос: почему же именно Стефан оказывается лицом к лицу с демонопоклонниками, рискуя целостностью своего прекрасного личика?\! Но да, пленники сами себя не вытащат."
"These guards are no joke, but as a certified Thief™, I can take these guys out with a Stealth Attack.\! If I'm the one attackin', I'll be able to hit enemy squads from behind, no need to fuss with the heavily-armored front line guys.","Эти стражники шутить не привыкли. Но я же сертифицированный Вор™ и владею Скрытной атакой.\! Когда я атакующий, то нападаю на вражеские отряды сзади. И не нужно морочиться с бронированными ребятами на передовой."
"Someone up there likes you, friend. Let's get ya out of those chains...","Сегодня тебе повезло, дружище. Давай-ка снимем с тебя эти цепи..."
...\| W-what's going on...,...\| Ч-что происходит...
Name's Stefan. I'm workin' for the Temple.,Меня зовут Стефан. Работаю на Храм.
"...Thank you, Stefan...\| I'm \n[8].","...Спасибо, Стефан...\| А я \n[8]."
"Can ya swing a sword, \n[8]? Well I hope so, because these cultists are hot on my trail.\! We'd best find our way outta here, friend. I think I saw the exit around the corner, just northwest of here.","Мечом махать умеешь, \n[8]? Лучше бы да, а то культисты уже на подходе.\! Давай-ка отсюда выбираться. Выход был где-то за углом, чуть к северо-западу."
"...Whoa. Stefan, how do you plan on getting by the blonde with the giant hammer?","...Так. Стефан, а тебя не смущает эта блондинка с огромным молотком?"
"Nah, that's Diana, our ticket outta here. She's my partner in crime!","А, так это Диана. Она нам поможет выбраться. Это моя напарница!"
"Diana, as in, the leader of the Temple Paladins? I never thought I'd see her in the flesh.\! Why in the world would such a figure be here...","Диана — это которая глава Храма паладинов? Кто бы мог подумать, что я увижу её во плоти?\! Что она вообще могла здесь забыть..."
"Let's have a meeting of the minds later, \n[8]. If I were you, I'd just do what I do and let Diana deal with these guys while I nab the loot.\! Works like a charm every time, heh heh.","\n[8], дружище, давай оставим официоз на потом. Бери пример с меня. Диана пока разберётся с этими ребятами, а я поищу что-нибудь ценное.\! Безотказная схема, хе-хе-хе."
Are you one of the prisoners here?,Ты из местных пленников?
"Yes, I was...","Ага, до недавних пор…"
This is fortunate. We did not expect this. You must come with me.,Вот так нежданная удача. Пойдёшь со мной.
Guess I'm in no position to argue...,"Полагаю, я не в том положении, чтобы спорить..."
"Hell's bells, guess my cover's blown!\! We gotta get movin', kid, they're bringin' in reinforcements!","Вот пекло, конец моему прикрытию!\! Давай ходу, они подтягивают подкрепления!"
"Well would ya look at that.\! We got ourselves some Treasure, ripe for the taking.\! Sure it's not part of my mission, but as a certified Thief, I would be doing a disservice to my kind to leave any Treasures behind! It's my moral duty.\! All I gotta do is walk right on top of it, and what's inside the Treasure is ours. In fact, anyone can grab it, not just me!","Ух ты.\! Вот и сокровище, как будто нас и ждало.\! Не то чтобы это было частью миссии, но я же сертифицированный Вор и у меня профессиональные стандарты. Я от сокровищ не отказываюсь!\! Нужно просто встать поверх него, и всё — сокровище наше. В целом проделать это может кто угодно, не только я!"
