ENGLISH,Russian
"Your suspicions were correct, Zelos. The survivors of the cult have fled to the east, bound for the unexplored continent. Looks like Grothnor is their destination.","Твои подозрения были верны, Зелос. Выжившие служители культа бежали на восток в сторону неизведанного континента. Думаю, они направляются в Гротнор."
"...Grothnor?\| Ha, those fools have no idea what they're up against. They'd be safer here, hated as they are.","...Гротнор?\| Ха, эти глупцы и не подозревают, во что ввязались. Лучше бы оставались тут, пусть их все и ненавидят."
"Maybe so, but that just stengthens my instincts even more.\| Zanatus's dying words still haunt me. I need answers, Zelos.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","Возможно, но это ещё сильнее меня настораживает.\| Предсмертные слова Занатуса до сих пор преследуют меня. Мне нужно знать правду, Зелос.\| Кто такой на самом деле Донар? Зачем было меня воскрешать?\| И как именно?\| Я всё ещё тот же человек, что и раньше?\! А Занатус... непохоже было, что его беспокоит собственная гибель. А я ему верю..."
"You are right. He was a manipulator, but ironically, an honest one.\| I felt it just the same.\| Zanatus was just a small piece of a larger puzzle, one that will have dire consequences for Tahnra.","Это правда. Занатус был манипулятором, но при этом не лжецом.\| Я ощущал то же самое.\| Занатус — лишь маленький кусочек головоломки, которая рискует обернуться серьёзной угрозой для Танры."
"Zelos, do you think the Veridians will ever accept us?","Как думаешь, Зелос, веридийцы нас когда-нибудь примут?"
I think you know. They will never accept me. But they will accept you now.\| But there's a reason you've convinced yourself that you must leave.\! I wonder if you recognize what it is... and how unnecessary it is.,"Думаю, что меня — нет. А вот тебя примут.\| Но есть причина, по которой тебе пришло в голову решение уйти.\! Понимаешь ли ты почему... и насколько это необязательно?"
"Oh, come on... back to quizzing me again?",Да прекрати... ты опять меня проверяешь?
Yep.,Ага.
"Fine.\| It's because of you.\| Obviously...\| there, I said it.","Ладно.\| Это всё из-за тебя.\| Само собой...\| вот, теперь ты знаешь."
And it is entirely unnecessary. I don't need my hand held by you.,И это было совершенно излишне. Мне не нужно твоё руководство.
"Well, you'll get it anyway, you big grump.\| Come on, I'm sure all that time spent in the belly of the beast, you learned the way to the most horrifying depths of Grothnor?","Никуда ты от меня не денешься, ворчун.\| Наверняка за время, проведённое среди врагов, ты узнал, как проникнуть в самые мрачные бездны Гротнора?"
"Yes. Get ready for the ride of your life, \n[8].","Ещё бы. Готовься, \n[8], это путешествие ты нескоро забудешь."
