ENGLISH,RUSSIAN
"Hey, \n[8]!\! We have really racked up some victories, huh?!","Привет, \n[8]!\! Мы вроде одерживаем победу за победой, да?!"
"Yes we have.\! They don't come easy, though...","Уверенно.\! Впрочем, победы даются дорогой ценой..."
And how would you say I'm performing?,А как тебе мои успехи?
You are critical to our efforts of course...\! We do have a delicate balance of talents among us and every one of them is needed.,"Ты, конечно, незаменима...\! У нас вообще очень разносторонние люди в группе, и каждый из них очень важен."
"Okay, so it's just because of the team?\! What about me, though?\! Don't you think I deserve more of the action?","Только в плане группы, значит?\! А как насчёт именно меня?\! Мне бы хотелось быть как-то ближе к гуще событий."
"Haha, come on Sybil!\! You know how war works by now... you make plans and they're always dashed by one thing or another.","Ха-ха, слушай, Сибил!\! Ты сама знаешь, как на этой войне бывает... вроде строишь планы, а выходит совсем по-другому."
Ugh....\| this is what I always hear!\! No matter how much passion I put into my performance... this is always what I hear!,Ух....\| вот все мне так говорят!\! Я всей душой вкладываюсь в дело... а получаю только вот такое!
Sybil...,Сибил...
...What?!,...Что?
...Why are you so angry?,...На что ты так сердишься?
"...\| What did you ask me?\! I mean, I heard you, but...","...\| В смысле?\! Я слышала вопрос, но..."
I mean it.\! I want to know.,В прямом смысле.\! Расскажи мне.
"I guess I just haven't been asked that before...\! But I know you well enough by now that you really mean it...\| Thank you, \n[8]...","Слушай, меня просто никто о таком не спрашивал...\! Но мы с тобой давно знакомы, и я знаю, что ты искренне волнуешься...\| Спасибо, \n[8]..."
I've wanted to pull this out of you for a long time.\! You mean a lot to me and it bothers me that you seem to have these demons weighting you down.,"Мне уже давно хотелось тебя спросить.\! Ты мне очень дорога, и мне не нравится, что ты ходишь и варишься в своих дурных мыслях."
"...I've just always put so much into everything.\! And... it seems like everyone else gets so much more in return.\! I have to tell you... the last soul I fell in love with lead me to believe the feeling was mutual.\! But the more I invested, the less I received in return.\! Just like with always... ugh!!","...Просто я всегда во всё так сильно вкладываюсь.\! И... чувство такое, что всем остальным всё даётся легко, а мне нет.\! Вот смотри... последний человек, в которого я влюбилась, ясно давал понять, что это взаимно.\! Но чем больше я вкладывалась, тем меньше получала обратно.\! И вот так везде... ух!"
That's never good... I'm sorry to hear that...,"Это, конечно, грустно... я тебе сочувствую..."
"What do you think, \n[8]?\! Am I ever going to get... back to even? Get what I want out of life?","Вот как ты думаешь, \n[8]?\! Получится у меня когда-нибудь... сравнять счёт? Начать добиваться в жизни того, что мне хочется?"
"This is a scarcity mentality, I think.\! Everyone's been through it... I have, believe me.\! Your ship has sunk, and you're clinging to the weak raft, barely staying afloat, when it would be best to just let go, and let the currents take you where they may.\! You don't have to keep reaching so hard, and chasing people...\! The right people will be with you, fully, without you having to always give more than they do.","Тебе просто кажется, что удача в мире конечна и её на всех не хватит.\! У каждого бывает такое ощущение... даже у меня.\! Когда твой кораблик утонул, ты цепляешься за ветхий плот, еле оставаясь на плаву. А нужно отпустить, отдаться течению, и пусть оно тебя несёт по жизни.\! Не нужно так зацикливаться и гоняться за людьми...\! Близкие люди сами останутся с тобой и не будут требовать взамен больше, чем дают сами."
"\n[8]...\| Who are these right people?\! I mean, there's you of course...","\n[8]...\| Но кто эти близкие люди?\! Ну, есть ты, конечно..."
"Yeah, there is me...","Да, есть я..."
"Sybil, I think we understand each other so well.\! I'm not so invincible myself, you know.\! I think... we need each other.","Сибил, мы с тобой отлично понимаем друг друга.\! У меня тоже полно слабостей.\! По-моему... мы нужны друг другу."
"I feel the very same way, \n[8]!\! So many times, I've just wanted you to... just hold me.\! No talk, just be there.\! And I would do just the same for you... any time.\! We can be each other's safe place, you know?","Это совершенно взаимно, \n[8]!\! Так много раз мне хотелось, просто... оказаться в твоих объятиях.\! Без слов, просто побыть рядом.\! А я готова сделать то же самое для тебя... в любой момент.\! Мы могли бы стать безопасным убежищем друг для друга, что скажешь?"
"I'd like that very much, Sybil.","Мне такая идея очень нравится, Сибил"
