ENGLISH,RUSSIAN
"Good thing we showed up, huh Jules?\! Can't let the others take all the glory.","Хорошо, что мы успели вовремя, да, Джулс?\! Нельзя позволить остальным присвоить всю славу."
"Aw, come on.\! Glory's not all that important!","Ох, да ладно.\! Славу сильно переоценивают!"
Says you.\! You're sweet and all but you were adopted by rich nobles!\! The rest of us have to scratch and claw for everything we get.,"Легко тебе говорить...\! Ты хороший парень, но тебя усыновили и воспитали богатые дворяне!\! Остальным приходится зубами и когтями сражаться за место в этом мире."
"What do you want so bad, anyway?\! You're doing great!","А чего тебе так не хватает?\! По-моему, у тебя и так всё отлично!"
Jules... have I ever told you that I tried to become a Paladin?,"Джулс... Я когда-нибудь говорила тебе, что пыталась стать паладином?"
"Not yet, but that seems right up your alley!","Нет, но мне кажется, что из тебя вышел бы отличный паладин!"
"Exactly what I keep saying!\! But the Temple leadership said I was ""too hotheaded and ambitious""!\! Ugh... so here I am just a plain old army priestess.","Вот и я говорю!\! Но руководство храма считает меня «слишком безрассудной и амбициозной»!\! Уф, как же бесит!.. Вот почему я до сих пор простая армейская жрица."
"I'm sorry, Sybil...\| This seems very important to you.","Сожалею, Сибил...\| Похоже, для тебя это очень важно."
"Have you ever seen the girls in the Sisterhood of Justice?!\! They're so amazing, and loved by everyone.\! I have to become a Paladin somehow... I just have to.\! Sorry, I'm being so selfish... what do you want for your future, Jules?","Ты когда-нибудь видел девушек из Сестёр Правосудия?!\! Они такие обалденные, все их обожают.\! Я должна как-то стать паладином... просто обязана.\! Извини, я всё о себе да о себе... А чего ты хочешь от будущего, Джулс?"
Well...\| I can't say I've thought about it too much!\! I just take things day by day.,Ну...\| Я как-то не особо об этом задумываюсь!\! Я просто плыву по жизни.
"Yeah, that's probably easier than always chasing the future...","Да, наверное, так жить намного проще, чем вечно гоняться за мечтой..."
