ENGLISH,Russian
"Let us raise a glass, to my friend, \n[8]!",Выпьем за моего верного соратника. Это \n[8]!
"Bet you all thought, \n[5] wouldn't make it this far, now ready to lead \n[27] first squad into battle. But I knew better!","Спорим, вы не думали, что \n[5] добьётся таких результатов и сейчас поведёт свой первый отряд в бой. Но у меня никогда не было сомнений!"
"Not in the celebrating mood, \n[8]?","Не в настроении праздновать, \n[8]?"
There's a lot on the line... the Empress's life is in our hands.,Слишком многое на кону... жизнь императрицы зависит от нас.
I'm not worried. I doubt these guys can keep up with you.,"А я совсем не переживаю. Уверен, те парни тебе не ровня."
...It helps having a one man army in our midst.,"...К счастью, в наших рядах есть человек, который стоит целой армии."
I'm just a man. We've got the gods on our side.,"Я всего лишь человек. Важно то, что на нашей стороне боги."
"I'm going to trust in my soldiers, not some idea. Don't tell me you believe in those fairy tales now?","Лучше буду верить в своих солдат, а не в какую-то там идею. А чего это ты вдруг поверил во всякие сказки?"
"Don't underestimate the power of ideas. Look at how this empire's starting to forget the ideas that built it.\! With a proper leader, people would again feel a part of something. There would be no generals going rogue...","Не стоит недооценивать силу идей. Посмотри, как империя начинает отворачиваться от идей, которые лежали в её основании.\! С достойным лидером люди бы снова почувствовали себя одним целым. И никакой генерал не поднимал бы восстаний..."
"We've come a long way since the Academy, but now we face the real thing. Come, \n[8], let's brush up a bit.","Мы проделали долгий путь со времён академии, но сейчас нас ждёт серьёзное испытание. Давай освежим в памяти основы, \n[8]."
"\c[1]Imperial Army Encampment, Eastwall Province\|\|\|\|\|\^","\c[1]Лагерь имперской армии, провинция Иствол\|\|\|\|\|\^"
