ENGLISH,Russian
Chapter 8: Marooned,Глава 8: На чужих берегах
"Narima, you mentioned you were familiar with these lands.\! Looks pretty treacherous...","Нарима, ты говорила, что знаешь эти земли.\! Выглядят они не очень приветливо..."
"The winds were not kind to us, \n[8], for this is a very inhospitable place.\! There is little room to maneuver an army through the swamp, but the land on the other side of the mountains is clear.","Ветра не слишком благосклонны к нам, \n[8], ибо это место беспощадно к чужакам.\! Манёвры армии на болотах очень ограничены, но по ту сторону гор должно стать лучше."
...\| We can't let the Tidereavers get away with their slave trade.\! We have a chance to stop them here.,...\| Нельзя позволить пиратам и дальше торговать рабами.\! У нас есть шанс их остановить.
You wish to cross through the swamp??,Ты собираешься идти через болото?
"Yes, but we will cover more ground if we split up.\! Diana, can you lead a group on East side of the mountains?","Да, только лучше будет разделиться.\! Диана, поведёшь группу с восточной стороны гор?"
"Your judgement has not failed us thus far.\! Yes, please decide who will go with me.","Твоё чутьё нас пока не подводило.\! Хорошо, только реши, кто пойдёт со мной."
"These lands are not suited for the city-dwelling humans.\! I am called Raskuja, and for small fee of 3000 human gold coins, Raskuja will become your guide and protector.","Эти земли недобры к привыкшим городам люди.\! Меня зовут Раскуджа. Всего 3000 людских золотых монет, и Раскуджа стать ваш проводник и телохранитель."
"3,000 for one mercenary?!",3000 монет за одного наёмника?
"Blue-haired human has not met Barek Tor, mmm?\! We become Mercenary for many of your years.\! Pay once, and Raskuja slay all enemies of blue-haired human.\! Raskuja is deadly killer - swift as wind, strong like mountain, strike like fire.","Синеволосый человек раньше не встречать Барек Тор, м-м-м?\! Мы быть наёмники много ваших лет.\! Платить один раз, и Раскуджа убивать все враги синеволосый человек.\! Раскуджа гроза врагов. Быстр как ветер, могуч как гора, свиреп как огонь."
You're hired!,Берём!
"No, thanks.","Нет, спасибо."
"Sorry, friend, our finances are a little tight at the moment...","Прости, друг, но с деньгами у нас сейчас не очень..."
"Blue-haired human is brave, perhaps foolish.\! But Raskuja like this one, he hopes enemies of blue-haired human are not to be paying Raskuja first...","Синеволосый человек храбр, но немного глуп.\! Но Раскуджа чувствовать симпатия. Он надеяться, враги человек не заплатить Раскуджа первыми..."
"...You'd better be worth it, Raskuja.\! Please, help us out with these damn swamps.\! Blue-haired human's name is \n[8].","...Надеюсь, мы не пожалеем об этом решении, Раскуджа.\! А теперь помоги нам выбраться с этих болот.\! Синеволосого человека зовут \n[8]."
"\n[8] is very smart human.\! Raskuja worth far more than few clinks of human money.\! Show Raskuja who to kill, and so he shall to be doing it.","\n[8] — очень умный человек.\! Раскуджа стоить гораздо больше, чем пара людских монеток.\! Показать Раскуджа, кого убить, и он браться за дело."
Enemy reinforcements from the East... more mercenaries?!\! They seem determined to reach \n[8]'s position.\! We can cut off their advance before they reach the swamp.,"У врагов подкрепления с востока... неужели ещё наёмники?!\! Они направляются туда, где идёт \n[8] со своими силами.\! Мы могли бы их перехватить, не дав дойти до болот."
