ENGLISH,RUSSIAN
Lysander...\| I wondered how long it would take for you to do something like this.,"Лисандер...\| Меня почему-то не удивляет, что до этого дошло."
I can't let you take the Lightfury.\! You may be unleashing the end times upon the world.,Я не могу позволить вам забрать Ярость Света.\! Это может привести к гибели всего нашего мира.
What exactly do you think this is all about?\! You think I have some sinister plan?,"Что ты опять выдумал?\! Ты считаешь, что всё это было частью какого-то моего ужасного плана?"
"You Nephilim have been answering his call.\! That voice you keep hearing...\| That is Zanatus.\! The power that courses through your weapons, and the Lightfury...\| They gained their power as they became awash in the blood of the dark god.","Нефилимы, вы всё это время повиновались его зову.\! Тот голос, что вы слышите...\| Это ведь Занатус.\! Сверхъестественная сила вашего оружия и Ярости Света...\| Такую силу могла дать только кровь тёмного бога."
"Casamir is dead. You've won the war, and the world is already yours.\! You need but relish in your victory... the people still desire you, the hero of our time.","Казамир, мёртв. Война выиграна, весь мир и так у твоих ног.\! Просто наслаждайся плодами победы... народ будет почитать тебя как величайшего героя своего времени."
You know how I feel about prophecy...\| but following it so far has been the right thing.\! How do you know it isn't your actions that would result in some Armageddon?,"Ты ведь знаешь моё отношение к этому пророчеству...\| но пока что его последствия были лишь к лучшему.\! И почему ты так уверен, что катастрофы не случится, если следовать твоему плану действия?"
"I'm sorry, Lysander.\! I won't be leaving.","Ты уж извини, Лисандер.\! Но я иду дальше к своей цели."
"Your unchecked ambition cannot be ignored forever...\| everyone else might be scared of you, but someone must take a stand.","Твои безудержные амбиции слишком опасны...\| и пусть остальные слишком боятся тебя, но кто-то должен положить этому конец."
"What do you think? I-I made it myself.\! You won't be able to move for a while...\! Then we will be able to deal with you without unnecessary risk.\! Aren't you impressed, Beatrix?!","Как вам такое? Э-это я сам придумал.\! На какое-то время вы все будете обездвижены...\! Так никому не придётся рисковать жизнью, чтобы обезвредить вас.\! Беатрикс, ты разве не впечатлена?!"
...Jules?!,...Джулс?!
"I'm so sorry, \n[8]...\| You're under the spell of evil...","Прости, \n[8]...\| но твоим разумом завладело зло..."
"\n[8]...\| I'm so sorry, this is happening so fast. They told me you'll be okay. I'll be there for you when this is all over...","\n[8]...\| прости, события развиваются так быстро. Мне обещали, что ты не пострадаешь. Когда всё это закончится, между нами всё снова будет как прежде..."
...Abi?!,...Аби?!
"Do not be afraid, \n[8]. Even though this appears to be the only way forward, I will not allow any harm to come to you.","Не бойся, \n[8]. Другого выбора просто не оставалось, но я не позволю, чтобы с тобой случилось что-то плохое."
"Did you hear me, Jebediah? Lest you wish to be cut to ribbons by my blade, you will honor your word. Do not cross me, little man.","Джебедайя, ты меня слышал? Я тебя на лоскутки порежу, если не сдержишь своё слово! И даже не думай пытаться меня обмануть, задохлик."
I...I wouldn't dream of it.,У... у меня и в мыслях такого не было.
...Narima... what in the world lead you to believe this is the only way?!,"...Нарима... Ты-то как могла поверить, что поступить так — единственный правильный вариант?!"
"I... I couldn't help it, \n[8]! I'm supposed to be on the good guy side, right?!\! But then, everything happened so fast, and now Lysander wants us to ""put a check"" on you, whatever.\! Don't worry, you'll be fine, they said they'd let you leave!","Я... Я не знала, что ещё делать, \n[8]! Я ведь хочу сражаться на стороне добра!\! А тут вдруг всё завертелось с ошеломляющей скоростью, Лисандер сказал, что тебя надо «образумить».\! Но ты не волнуйся, ты не пострадаешь. Они обещали, что потом отпустят тебя!"
...Sybil... what in the world lead you to go along with this?!,...Сибил... как ты могла повестись на такое?!
"Ready your weapons, Nephilim...\| the cult will have no mercy for us.","Нефилимы, оружие к бою...\| от этих культистов нам пощады не будет."
It can't be...,Невероятно...
What are you waiting for?\! I've broken your spell... fight by my side!!,"Ну, чего встали-то?\! Это я снял с вас заклинание... чтобы мы могли сражаться вместе!!"
"Lysander...\| you really did it, didn't you?!",Лисандер...\| ты всё-таки решился на это?!
"I could not convince you. It seems you are determined to take the Lightfury...\| and destroy yourself, and possibly, all there is.","Ты же отказываешься слушать меня! Ты любой ценой хочешь забрать Ярость Света...\| и тем самым уничтожить себя, да ещё и, возможно, весь мир в придачу."
"Sheesh, is that what I'm doing? What makes you want to be around such a monster, anyway?","Ой, да ладно. И зачем тебе помогать такому чудовищу как я?"
"\n[8]... you can still come back from this. Those people in Armitage, they hated Casamir's regime, and you saved them!\! You're not a monster... but now I see that your destiny is clashing against that of the rest of Tahnra's...\! Zanatus's power flows through these Nephilim weapons... please don't do this, \n[8]. Let him languish in defeat, and in obscurity, forever.","\n[8]... ты еще можешь вернуть всё как было. Те люди в Армитаже ненавидели Казамира, и теперь они спасены благодаря тебе!\! Ты никакое не чудовище... просто твоё видение судьбы ставит под угрозу судьбу всей Танры...\! Оружие нефилимов наделено силой Занатуса... Прошу тебя, \n[8], не делай этого. Пусть он навеки останется побеждённым и забытым всеми."
"You know how I feel about prophecy...\| but following it so far has been the right thing.\! How could any one of us, even you, determine the unleashing of some sort of apocalyptic outcome with any certainty?\! What if you're wrong?","Ты ведь знаешь моё отношение к этому пророчеству...\| но пока что его последствия были лишь к лучшему.\! Разве под силу нам — даже тебе — с точностью знать, что это грозит уничтожением всему миру?\! А друг ты ошибаешься?"
"I'm sorry, Lysander. I'm determined to see this through.\! But I need you by my side for this, more than ever... please.","Прости, Лисандер, но моё решение неизменно.\! Я очень хочу, чтобы ты меня поддержал... прошу тебя."
I...\| I'm sorry. There's no other way.,Я...\| мне очень жаль. Но иначе просто нельзя.
"Not a hair out of place on \n[8]'s head, do you understand, Jebediah?","Джебедайя, \n[8] не пострадает, как договаривались, ясно?"
"The Grandmaster will fulfill our end of the bargain, my friend. The False One will be returned to you unharmed.","Магистр выполнит свою часть уговора, друг мой. Вы получите своего Лжепророка без единой царапины."
No... not him!,Нет... только не он!
