ENGLISH,RUSSIAN
"They're here, love... I mean, Diana. I mean...","Они прибыли, любовь моя... То есть, Диана... Ну..."
We have guests! Come and greet your adoring public!,У нас гости! Иди пообщайся со своими фанатами!
"With no one to carry the Temple scripture's legacy, this book's secrets are locked away... forever.","Не осталось никого, кто мог бы расшифровать тайны храмового манускрипта. Теперь они утеряны... навсегда."
That the corrupt hearts of men will someday exploit our new found ignorance...\! Its certitude is troubling. And one wonders what I must now do to protect the future.,"Без мудрости пророчеств сбиться с пути так легко...\! Боюсь, это даже неизбежно. Даже не знаю, как защитить человечество от беды."
My apologies... it's good to see you again.,Но что это я... От души приветствую.
They say you have decided not to take the title of Grandmistress of the Temple... but why? Who better to serve in this role?,"Говорят, что ты отказалась стать магистром Храма... но почему? Кто справится с этой задачей лучше тебя?"
...It is not my title to bear.\! A mind and soul of great caliber and purity will come to fulfill the role... I can only do my best until then.\! Did you need something of the Temple?,"...Боюсь, что и я с ней не справлюсь.\! Появится кто-нибудь, чей интеллект и чистота помыслов будут идеальны для такой роли... А я пока буду исполнять обязанности по мере своих возможностей.\! А что тебя привело в Храм?"
"Diana, I just wanted to see if now'd be a good time to make my induction into the Sisterhood of Justice official!\! You mentioned, back in Embor, that we should do this when we get the chance, in front of all the Temple.\! I know I have much to answer for... so perhaps now I've lost the privilege...","Диана, я хотела попросить, чтобы ты наконец-то официально сделала меня сестрой Правосудия.\! В Эмборе ты сказала, что сделаешь это, когда будет подходящий момент, в присутствии всех членов Храма.\! Я знаю, что с тех пор натворила дел... Не удивлюсь, если теперь ты мне откажешь..."
"And, well... I was also wondering if Barnabas and I could get married here!",Ну и ещё... Можно мы с Барнабасом тут поженимся?
"Whoa, hold up a minute!\! Well now you've got me in a pickle, askin' all formally like that.","Эй, минуточку!\! Так-то про свадьбу речи не было, а тут вдруг..."
"Oh come on, what are you waitin' for, the right time to settle down?\! Hahaha!","Да ладно тебе, а чего ждать-то? Пока ждёшь, вся жизнь пролетит.\! Ха-ха-ха!"
Heh. Fair enough.,Хе. Так-то да.
"Ah, you'd just like to make it formal.\! To be honest, I'd forgotten all about that. To me, your induction into the sacred order was official then and there.\! But, after your decision to follow Lysander, I still want to see you mature a bit, not to fall so easily to suggestion. You must be your own person.\! ...\|One year of satisfactory service to the Temple, then you will reach the first rank within the Sisterhood of Justice.\! That's the best I can do, and I believe you have what it takes.","Хочешь, чтобы всё было официально?\! Если честно, у меня это даже из головы вылетело. Я тебя после той церемонии уже считала официальной сестрой ордена.\! Но после того, как ты повелась на уговоры Лисандера, даже не знаю, готова ли ты в полной мере к такой ответственности. Хочется быть уверенной, что больше ты не отступишься от своих убеждений.\! ...\|Я дам тебе испытательный срок: если за год службы Храму ты не дашь повода усомниться в тебе, то станешь младшей сестрой Правосудия.\! Думаю, это резонный компромисс. Уверена, ты не подведёшь."
"And in regards to a marriage ceremony, talk to Stefan about that.\! Though, I suggest the groom agree voluntarily first.","А насчёт свадьбы лучше поговори со Стефаном.\! Только сначала убедись, что жених точно согласен."
"I am ready, Diana... more than ever, to devote myself to this Temple.\! I formally request another chance to become a member of the Sisterhood of Mercy.\! I'll do whatever it takes.","Диана, я готова... Я всей душой хочу посвятить себя служению Храму.\! Я официально прошу принять меня в Сёстры Милосердия .\! Я сделаю всё, что для этого потребуется."
"...Given the circumstances, perhaps another chance is warranted.\! I do not blame you for what you must feel is a betrayal. You could not ignore your instincts.\! But this will be the second Temple induction chance for you, which is highly unusual...\! One year of satisfactory service, then you will be granted the first rank within the Sisterhood of Mercy.\! That's the best I can do, and I believe you have what it takes.","...Учитывая обстоятельства, я считаю, что можно дать тебе второй шанс.\! Ты, наверное, считаешь себя предательницей, однако я тебя не виню. Ты сделала так, как посчитала нужным.\! Вот только принимать кого-то в сёстры дважды — это исключительный случай...\! Я дам тебе испытательный срок: если за год службы Храму ты не дашь повода усомниться в тебе, то станешь младшей сестрой Правосудия.\! Думаю, это резонный компромисс. Уверена, ты не подведёшь."
"Hey, not bad, all things considered! Whaddya say?","Как по мне, так неплохой вариант! Что думаешь?"
"...\| Thank you so much. You won't regret this, I swear!","...\| Спасибо огромное. Клянусь, ты об этом не пожалеешь!"
"\n[8]...\| We go into the unknown.\! With the dark god slain, the people of Tahnra again have the power to bring about great change, for both good and evil.\! I do not know what lies ahead for you. But if you need me, I'll be there.","\n[8]...\| теперь будущее нам неизвестно.\! Тёмный бог мёртв, теперь народ Танры ждут огромные перемены, и не факт, что все они будут хорошие.\! Не знаю, как теперь сложится твоя судьба. Но если понадобится, ты всегда можешь на меня рассчитывать."
