ENGLISH,Russian
"\c[1]Throne room, Sayunaa Royal Palace\c[0]","\c[1]Тронный зал, королевский дворец Саюна\c[0]"
"\n[8], please step aside!!","\n[8], отойди!"
"Ugh...\| Zanatus, take me...","Ох...\| Забери меня, Занатус..."
"Suffer in eternal hell, pretender...","Гореть тебе в аду, самозванец..."
"Jules, please come to me...","Джулс, подойди ко мне..."
W-what's going on??,Ч-что происходит?
"You are the descendant of King Dargon.\! The true rulers of our nation.\! It is thought that their dynasty has ended.\! However, we, the Scions of Dargon, have spent three generations on a mission to restore the Dargon family.\! You, his great, great grandson, are to be our king.","Ты потомок короля Даргона.\! И истинных правителей нашего народа.\! Считалось, что их династия прервалась.\! Однако же мы, Потомки Даргона, три поколения восстанавливали его генеалогическое древо.\! Ты — его праправнук и наш король."
"We could not reveal your identity, not even to you.\! There are many powerful forces who would have wanted you dead.\! But the time has come for you to claim your rightful place on the throne.","Мы не могли раскрыть твою личность даже тебе самому.\! В мире полно сил, которые желают тебе смерти.\! Но настало время тебе занять своё законное место на троне."
"Don't look at me.\! Seems to me you should have a seat on that nice throne there, friend.","На меня не смотри.\! Похоже, тебе надлежит присесть на этот симпатичный трон, дружище."
This doesn't feel right.\! I did nothing to deserve to rule over anyone...,Бред какой-то.\! Я не заслужил править кем-либо...
"The people have wished this for longer than living memory.\! We of the Scions of Dargon have taken many lives, and endured much to get to this point.\! You must accept your fate, my king.\! For the future of our homeland...","Народ ждал этого дольше, чем мы себя помним.\! Мы, Потомки Даргона, забрали не одну жизнь и многое пережили в ожидании этого дня.\! Прими свою судьбу, мой король.\! Ради будущего нашей Родины..."
"I always knew you were a noble spirit.\! Can't think of a more deserving soul to randomly become a king.\! Don't worry about it, we can figure out the details later.","Мне всегда казалось, что есть в тебе нечто благородное.\! Если кто-то и достоин внезапно стать королём, так это ты.\! Не волнуйся, все детали можно обсудить позже."
Narima...\| I wish for my people to join the fight against the Empire of Archaelus...\| can this happen?,"Нарима...\| Я хочу, чтобы мой народ присоединился к борьбе с Империей Архаилус...\| можно это устроить?"
It shall be done.,Да будет так.
