ENGLISH,Russian
Hey. I'm glad you made it.,"Привет. Здорово, что ты здесь."
My King assures me that the situation in Sayunaa is stable.,"Мой король заверил меня, что ситуация в Саюна стабильная."
"Alright, that's good to hear.\| Is that...",Отличные новости.\| А это...
"\n[8], what is the purpose of your new mission?","\n[8], расскажи о своей следующей миссии."
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Narima. I can't face the people of Armitage again...\| not for a while.","Моя роль в Тысячелетней войне сыграна. Занатус уничтожен.\! А мне еле удалось сохранить себя, Нарима. Я не смогу снова смотреть в глаза народу Армитажа...\| во всяком случае, пока."
"I find your assessment of the people of this land innaccurate, \n[8]. But, I understand what it is like to keep the demons within under control.","Мне кажется, твоя оценка жителей этих земель ошибочна, \n[8]. Но я понимаю твоё желание совладать со своими демонами."
You're probably right. But Zanatus's dying words still haunt me.,"Ты, наверное, права. Но предсмертные слова Занатуса всё преследуют меня."
That foul deceiver is still manipulating you from the void. You must not give in.,Этот обманщик даже из небытия пытается тобой манипулировать. Не поддавайся.
"He may be a manipulator, but I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Может, он и манипулятор, но в его словах не чувствовалось лукавства. Занатус искренне и неописуемо ненавидел Донара — и меня.\! В свои последние мгновения он как будто смирился. Будто завершил важное дело.\! Ходят слухи, что часть последователей Занатуса бежала из наших земель далеко на восток, до самого Гротнора."
"Grothnor, the most dreadful place in all Tahnra. You are certain this is the path for you?",Гротнор — самое жуткое место во всей Танре. Ты точно хочешь туда отправиться?
"Just an instinct for now. As you know, I have a hard time ignoring that.","Считай это интуицией. Ты же знаешь, я всегда ей следую."
...Then I will enjoy slaying what ever abominations may threaten you along the way.,"...Тогда я готова убивать любых чудищ, которые встретятся тебе по пути."
"...\| You're coming with me?\| That's... the best I could possibly wish for, but what about...","...\| Ты отправишься со мной?\| Об этом... можно было только мечтать, но как же..."
"My mind is settled. My country, my homeland...\| it has meant everything to me. But it is doomed in a rapidly-changing future that will leave it behind.\! The irony is clear to me, that I spent my life to preserve tradition, and now see it as Sayunaa's greatest weakness.\! My people must embrace the outside world. And if my journey into the unknown can be a small part of that, so be it.","Я всё решила. Моя страна, моя Родина...\| когда-то они были для меня важнее всего. Но мир стремительно меняется, и они рискуют навсегда застрять в прошлом.\! Ирония в том, что я жизнь положила на сохранение традиций, а теперь вижу в них главную слабость Саюна.\! Мой народ должен общаться с внешним миром. И пусть моё путешествие на край света станет хоть небольшим вкладом в это дело."
...Oh.,...Ой.
"Oh, \n[8], you know that expressing those feelings is not easy for me...\| Please, just...","Ты же знаешь, \n[8], что у меня трудности с выражением чувств...\| Давай просто..."
"Narima...\| it wasn't Grothnor that scared me.\| It was not being able to see your face, and for its memory to fade with time.\! As long as I'm with you, it feels like all the world's terrors can't even phase me.","Знаешь, Нарима...\| меня страшит вовсе не Гротнор.\| А то, что я больше никогда не увижу тебя и что моя память о тебе увянет со временем.\! Пока мы вместе, я выдержу любые ужасы этого мира."
"I feel the same, \n[8].","Это взаимно, \n[8]."
"Time to head off then, hero of Sayunaa. Let's forge that future.","Пора в путь, героиня Саюна. Мы с тобой сами авторы своего будущего."
