ENGLISH,RUSSIAN
Hey Abigayle! Are you glad to be back in Lemelin?,"Абигейл, привет! Ты рада, что вернулась в Лемелин?"
"Yes... but I must admit, I prefer the cold, and the snow, of Granheim Abbey. There is a certain magic to it that I cannot explain!","Да... Но, если честно, мне больше по душе морозы и снега Аббатства Гренхейм. Это место почему-то меня прямо-таки приворожило!"
Interesting. Aren't you from the hottest country in Tahnra?,Удивительно. Разве у тебя на родине не самый жаркий климат во всей Танре?
"I have no memory of my place of birth. To be honest, it is just another part of my life that sets me apart from most Sayunaari.\! I am a Priestess of the Sisterhood of Mercy... the Temple is my calling, and my home.\! My brother sorely wants to visit Sayunaa with me, but then again...","Я свою родину совсем не помню. Это ещё одна причина, почему я не воспринимаю себя как саюнари.\! Я жрица Сестёр Милосердия... Храм — это мой дом, и служить ему — моё призвание.\! Мой брат очень хочет, чтобы мы как-нибудь вместе отправились в Саюна, но..."
...He pretty much wants to do anything and is thrilled about the idea.,...Но он много чего хочет и всегда с восторгом об этом говорит.
Ha ha ha... yes! Exactly!,Ха-ха... Да! Прямо в точку!
"So... you're supposed to be assigned to a Paladin, right? How's that goin'?","Слушай... тебе ведь по идее должны подобрать паладина, с которой ты будешь связана, верно? Есть подвижки в этом плане?"
"It does not happen at any given time... sometimes it does not happen at all.\! You see, the Sisterhood of Justice is far smaller in number than my holy order.\! And eligible female Paladins number even fewer.\! I do not hold the same aspiration to be Bonded as Sister Edelia is, but it must be such an honor to be Bonded with the greatest of all Paladins!\! I can only hope to fulfill my duty to serving the Temple and pursuing a life as directed by holy Donar.","Это не такая уж и простая задача... а иногда и вовсе невыполнимая.\! Сестёр Правосудия куда меньше, чем послушниц моего ордена.\! А уж подходящих девушек-паладинов и вообще на пальцах сосчитать.\! Сестра Эделия жаждет быть связанной с паладином куда сильнее моего, но быть связанной с лучшей из всех паладинов — это невероятная честь!\! Я же лишь надеюсь, что смогу выполнить свой долг служения Храму и жить так, как повелевает нам святой Донар."
"Yeah.\| Wait, what about that drakeling you adopted?\! Is that in Donar's plans for you?","Ясно.\| А как же драклинг, которого ты решила приручить?\! Это тоже воля Донара, которую ты исполняешь?"
Ahhh... please don't mention Nibbler to the Temple officials!\! But... I am still working on bonding with him.\! It seems it will take some time...,"Ах... прошу тебя, не говори настоятелям Храма про Кусаку!\! Просто... он ещё не успел привыкнуть ко мне.\! Наверное, для этого нужно время..."
"You'll figure it out, I'm sure. Seems like the kid is a real fighter.","Думаю, ты справишься. Похоже, что малыш — настоящий боец."
"I am not quite sure, but I think he insists on being by my side in this war. I do hope to see him survive, and grow to enjoy life...","Я пока не уверена, но он наотрез отказывается расставаться со мной даже в опасных сражениях. Я очень надеюсь, что с ним ничего плохого не приключится и он вырастет сильным и здоровым..."
