ENGLISH,RUSSIAN
"Excuse me, Jules was it?","Извини, ты ведь Джулс, да?"
"Yeah! I heard about you, Narima.\! Glad to have you with us.","Да! А ты Нарима, я про тебя слышал.\! Я рад, что ты на нашей стороне."
"You are Sayunaari, like me...","Ты ведь саюнари, как и я..."
"Well... I was born in Sayunaa, but adopted by Veridian parents after the Succession War!\! Really lucked out there...","Ну... я и правда родом из Саюна, но после Война за престол меня усыновила веридийская семья!\! Мне с ними крупно повезло..."
"Perhaps it was luck, perhaps the gods had better designs for your life, Jules.\! Tell me, have you been to our homeland since your adoption?","Может, и повезло, а может, боги предначертали тебе великую судьбу, Джулс.\! А ты бывал на родине после того, как тебя усыновили?"
Sadly no... but I'd really like to some day!,"Увы, но нет... Но я очень хотел бы поехать туда!"
"...Please reconsider, or at least consult with me before setting foot in Sayunaa.","...Лучше не надо. Но если всё-таки решишь поехать, сначала поговори со мной."
Wha.. why?\! I hear it is a wonderous place...,"Чего? Но почему?\! Я слышал, что это чудесное место..."
"That it is, but we live in difficult times now.\! Our homeland is not what it once was.\! Jules... we Sayunaari must stick together in these times.\! Just promise you will consult me before doing anything rash...","Так и есть, но сейчас всё очень осложнилось.\! Наша родина уже не та, какой была раньше.\! Джулс... мы с тобой оба саюнари, и нам надо держаться вместе в трудные времена.\! Прошу тебя, обещай, что сперва посоветуешься со мной, чтобы не совершить ошибку..."
"....\| Sure thing, Narima.\! I appreciate having such a dedicated friend so soon after meeting!","....\| Как скажешь, Нарима.\! Я рад, что мы только познакомились, а уже так подружились!"
"The honor is mine, Jules.\! Donar be with you.","И мне приятно познакомиться с тобой, Джулс.\! Да хранит тебя Донар."
