ENGLISH,Russian
"Hey, \n[8]! Are we leaving now?","Привет, \n[8]! А мы уже уходим?"
"Hi, Sybil. Yeah, it's that time. My role in Veridia is done for now. The Nephilim War is done, and Zanatus is finally dead.\! The time will come for me to face the people of Veridia, but not for a while.\! ...Didn't you say you had to serve the Temple for a year?","Привет, Сибил. Да, время пришло. Мои текущие дела в Веридии окончены. Война нефилимов завершилась, Занатус наконец-то уничтожен.\! Однажды я ещё предстану перед народом Веридии, но это будет ещё не скоро.\! ...А тебе разве не нужно ещё год служить в Храме?"
"Yeah, about that...",Вот как раз насчёт этого...
Oh no. Don't tell me...\| you'll regret not doing that!,"О нет. Слушай, не надо...\| Ты об этом жалеть будешь!"
"No, it's fine! I uh...\| found out exactly what you've got planned. And...","Да нет, всё хорошо! Я, ну...\| короче, я узнала о твоих планах. И..."
...And you told Diana all about it.,...И рассказала обо всём Диане.
"Yeah...\| sorry! But she said this counts, and that once I come back from Grothnor, I'll be a full Paladin for life!","Ага...\| прости, ладно! Но она сказала, что так тоже можно, и когда я вернусь из Гротнора, то стану полноценным паладином — навсегда!"
...You understand what Grothnor is?\| They say Donar's light has never touched that place.\! That Zanatus himself was born from its depths.,"...Ты же знаешь, что за место — Гротнор?\| Говорят, это место никогда не видело света Донара.\! Что сам Занатус был рождён в его глубинах."
"Oh, whatever, we can take it!\| So, what do you hope to find out?","Ну и чего такого!\| Кстати, а что ты хочешь там отыскать?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile.\! My resurrection leaves more questions that need answers, and my instinct points to the east, to Grothnor.","Мне не дают покоя предсмертные слова Занатуса. В них не чувствовалось лукавства. Занатус искренне и неописуемо ненавидел Донара — и меня.\! В свои последние мгновения он как будто смирился. Будто завершил важное дело.\! Ходят слухи, что часть последователей Занатуса бежала из наших земель.\! Сам факт моего воскрешения оставляет множество вопросов, и я хочу знать ответы. А инстинкт указывает мне на восток, в Гротнор."
"I'm so fired up, \n[8], let's get going!\| Let's show these baddies there's nowhere they can hide!","Обалдеть, \n[8], отправляемся немедленно!\| Покажем этим злодеям, что никуда от нас не спрячешься!"
"Heh, of course, Sybil.\| I'm truly grateful you're on my side...","Хе-хе, ну разумеется, Сибил.\| Так приятно, что ты всегда на моей стороне..."
