ENGLISH,Russian
Chapter 18: Emborian Dawn,Глава 18: Рассвет Эмбории
Diana...\| I can't tell you what a relief it is to see your face again.,Диана...\| Как же приятно снова тебя увидеть.
"I have proven a failed leader.\! Casamir is strong as ever, and almost all signs of the Temple are gone.","Я показала себя никудышным лидером.\! Казамир на пике могущества, а сторонников Храма истребили почти под корень."
"You punish yourself far too much...\| Because of you, all hope is not lost.",Не нужно себя казнить...\| Благодаря тебе надежда живёт.
It is my son.\! I fear I will lose myself completely if I lose him.\! \n[8]...,"Дело в моём сыне.\! Я боюсь, что если потеряю его, то окончательно сойду с ума.\! \n[8]..."
"Remember when you told me you would be my ally, and no one I cared about would be left behind?","Помнишь, ты сказала, что станешь моей союзницей и не бросишь никого, кто мне близок?"
"Your son's out there, and I'll spend my last breath to help you find him.\! You shouldn't have to bear the burden alone anymore.\! You are Diana, the greatest Paladin of all time, Nephilim Avatar of might - don't let the enemy forget that!","Твой сын где-то ждёт тебя, и я положу жизнь на то, чтобы его найти.\! Тебе больше не придётся нести этот груз одной.\! Ведь ты же Диана, величайшая из паладинов, нефилим и Аватар Мощи. Враги должны помнить об этом!"
...Thank you.,...Спасибо тебе.
"I could swear, this is all just a night after far too much drink, m'friend.\! Seein' ghosts here.","Кажется, вчера я перебрал с выпивкой, дружище.\! Уже призраки мерещатся."
What's even more amazing is you're still in one piece.,"Вижу, и ты до сих пор цел. Удивительно."
"Sure, 'cept I didn't come crashin' down on a lightning bolt from the sky.\! What gives, anyway?","Ну да, вот только я не спускался с неба на разряде молнии.\! А что случилось вообще?"
"Didn't you feel a certain energy up on that mountain, before I arrived?",А ты не ощущал на этой горе некую энергию перед моим прибытием?
"Yeah. Got all uh...\| tingly.\! Can't find the words for it, believe it or not.","Ну да. Немножко было...\| щекотно, что ли.\! Даже слов не подобрать, честно говоря."
"We've recreated Donar's arrival in the modern day.\! Stefan, the Nephilim Avatar of speed, skill, and guile.\! It is difficult to fathom.\! But we've got more practical problems right now, don't we?","Мы воссоздали явление Донара в наши дни.\! Стефан, нефилим и Аватар быстроты, ловкости и хитрости.\! Подумать только.\! Впрочем, сейчас у нас других проблем хватает."
"Righto, \n[8].\! I've got a blade that's waitin' to send some cultists to the void, and coffers ready to be filled with mountains of Imperial plunder!","Согласен, \n[8].\! У меня тут клинок, которому не терпится отправить пару сотен культистов на тот свет, и готовность прикарманить имперского добра!"
"After a thousand years, the Nephilim Millennium War has resumed...",Тысячу лет спустя Тысячелетняя война нефилимов вспыхнула вновь...
"After a thousand years, the Nephilim Millennium War has resumed, and with Donar's intervention, we have new tools available to us in battle, Nephilim Battlefield Powers.\! These powers can be used at any time, and don't affect a Squad's turns.\! These powers can be used to teleport squads, render a squad invincible, drop a divine meteor on an enemy, and more.\! When my power, the power of Donar is available, let's try to use it.\! It will refresh any one of our squads' turns, allowing them a second turn within our phase of battle.","Тысячу лет спустя Тысячелетняя война нефилимов вспыхнула вновь, и вмешательство Донара дало нам новые возможности — Боевые силы нефилимов.\! Эти силы можно использовать когда угодно, и они не зависят от ходов отрядов.\! С их помощью отряды можно телепортировать, давать им неуязвимость, поражать врагов метеором с небес и многое другое.\! Давай испытаем мою силу Донара, когда она станет доступна.\! Она позволяет дать любому отряду возможность походить второй раз в нашу фазу сражения."
