ENGLISH,Russian
My king. All is well. The Dargon dynasty is restored.,"Всё идёт по плану, мой король. Династия Даргон снова живёт. "
"I'll never get used to that...\| Especially from you, Narima.","Никогда не привыкну к этому обращению...\| Особенно из твоих уст, Нарима."
"You must embrace your heritage.\! Our people are desperate for a return to the glory of old.\! Do not worry, we of the Scions of Dargon will not leave your side.","Вам нужно принять своё наследие.\! Народ с нетерпением ждёт возрождения былой славы нашей страны.\! Но не волнуйтесь, мы, Потомки Даргона, вас не оставим."
"Thanks so much...\! But please, you've done so much of the work!\! All I did was be born!\! You should still refer to me as Jules.","Вот спасибо...\! Но послушай, ты же проделала столько работы!\! А я всего лишь появился на свет!\! Прошу, зови меня просто Джулсом."
"That is another matter...\! The name 'Jules' was given to you by Veridian aristocracy.\! It is not a proper name for a Sayunaari king.\! May I suggest Kasim, the name of your great grandfather, the first descendant of Dargon who was denied the crown.","Насчёт этого...\! Джулсом вас нарекла веридийская аристократия.\! Это неподобающее имя для короля саюнари.\! Могу я предложить имя «Касим»? Так звали вашего прадеда, первого из династии Даргон, лишённого короны."
King Kasim of Dargon...\| Well...\| Let me think about it!,Король Касим Даргонский...\| Что ж...\| Нужно подумать!
Have you considered acquiring a Queen to pass on your royal lineage?,"Вы уже думали обзавестись королевой, чтобы продолжить свою династию?"
"'Acquiring'? Haha, not yet...","«Обзавестись»? Ха-ха, пока что нет..."
"I implore you to take a Sayunaari woman. A tender, pretty one.\! When we have time, you will find that Sayunaa is overflowing with them.","Очень рекомендую выбрать женщину-саюнари. Прекрасную и нежную.\! Скоро вы сами увидите, как много таких живёт в Саюна."
"Oh, okay.\! Well... what about you?\! You're a Sayunaari woman, are you not?","Э-э, ладненько.\! А... как насчёт тебя?\! Ведь ты же тоже саюнари, так?"
"My king...\| I am hardened by war. I could not provide a warm haven for you to rely upon as a man.\! Sayunaari men like you are traditional, and would be better served...","Мой король...\| Я закалена в боях и вряд ли смогу обеспечить вам безопасную гавань, которую мужчина ждёт от женщины.\! Мужчины-саюнари вроде вас — традиционалисты, и лучше вам подошла бы..."
"But I'm not like them at all, I love that you're tough and determined. Like a war goddess!\! But please don't think about that. Even with all you've been through, you never lost sight of your life's work.\! I have never admired one as much as I do you...\| You are Sayunaa's greatest hero!","Я совсем не такой, как они, и мне нравится, какая ты отважная и целеустремлённая. Настоящая богиня войны!\! Но это не главное. Куда важнее то, что ты никогда не упускала из виду дело своей жизни, что бы ни происходило.\! Никогда и никем я так не восхищался в жизни, как тобой...\| Ты — величайшая героиня Саюна!"
"You humble me...\| Jules...\| you face tremendous challenges.\! I will let you fall back into me for refuge, whenever you need. Forever and beyond, my king...","Вы смущаете меня...\| Джулс...\| вам предстоят невероятные испытания.\! И я всегда буду готова вам помочь и вас утешить в трудную минуту. Отныне и навсегда, мой король..."
