ENGLISH,RUSSIAN
"Alright. As promised, all loose ends wrapped up, as requested!\| Alex is still a little broken up about it, but he'll be alright.\! Now then, where are we headed?","Ну вот, как и обещал, со всеми делами разобрался!\| Алекс расстроился, конечно, но он парень сильный, так что справится.\! Итак, куда мы на этот раз курс держим?"
"Stefan, I must warn you, there's very little thievin' available where I'm headed. Not really your thing.","Стефан, сразу хочу тебя предупредить: там, куда мы направляемся, особо красть нечего. Тебе там вряд ли понравится."
Oh yeah? Try me!,Да ну? Что же это за место такое волшебное?
"Grothnor.\| Veridian scouts are tracking the cultists survivors there, for to the east, in the unexplored continent.\! A frozen hellscape with horrors beyond description.","Гротнор.\| Веридийские разведчики сообщили, что там скрываются сбежавшие последователи культа. Дальше к востоку, в неосвоенных землях.\! В вечной мерзлоте, полной кошмарных опасностей."
Fair enough. What drives you to go? A little sight seeing?,Понятно. А тебе туда зачем? Для расширения кругозора?
"Zanatus's dying words still haunt me. I need answers, Stefan.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","Предсмертные слова Занатуса до сих пор преследуют меня. Мне нужно знать правду, Стефан.\| Кто такой на самом деле Донар? Зачем было меня воскрешать?\| И как именно?\| Я всё ещё тот же человек, что и раньше?\! А Занатус... непохоже было, что его беспокоит собственная гибель. А я ему верю..."
"Point well-made, chosen one.\| Though if I may offer a pithy rebuttal...\| consider my career path thus far!\! From thief, to Tidereaver lackey, to Temple spy, to your personal assassin, and now I'm a free agent once again!\| I believe you've got an opening for a dashing, handsome adventurer?","Логика в твоих словах однозначно есть.\| Но позволь затронуть один крошечный нюанс...\| а именно — вопрос моей карьеры!\! Я поначалу был простым вором, потом в Тайдривере на побегушках перебивался, дальше стал шпионом Храма, после этого — твоим личным наёмным убийцей, а теперь вот снова я на вольных хлебах!\| Так что, возьмёшь на работу любителя приключений, красавца и вообще заправского парня?"
...\|There's probably no brandy where we're going either.,"...\|Кстати, там, наверное, ещё и бренди днём с огнём не сыщешь."
"Ah! Yes, of course.\| Well then, best of luck to you!","Ого! Ну, это всё меняет.\| Удачи там, не пропадай!"
"Stefan.\| You silly person. We're partners in crime, remember?\| Are you coming along, or what?","Стефан.\| Любишь же ты дурачиться. Мы ведь теперь с тобой не разлей вода.\| Так что, ты со мной?"
"Heh... righto, \n[8].\| We been through a lot together, you 'n I.\! These memories're more precious to me than any treasure in Donar's creation.\! Just thought you'd be best hear, in the event these Grothnor horrors are as unspeakable as you say.","Ха... а как иначе, \n[8]?\| Мы с тобой уже не один пуд соли вместе съели.\! А это для меня важнее, чем все сокровища мира.\! Только ты держись меня, ага? На случай, если эти гротнорские опасности начнут нас кошмарить."
"We'll be fine.\| I feel completely invincible when you're around, like it's all going to be alright.\! Better give one last goodbye to the green plains of Veridia, it's the last we'll see in a long, long time...","Мы справимся.\| Когда ты рядом, мне на душе всегда спокойно и ни одна угроза в мире не страшна.\! Ну что, попрощаемся с зелёными просторами Веридии. Кто знает, как скоро нам доведётся снова их увидеть..."
