ENGLISH,RUSSIAN
It is to be nothing but...,Но здесь только...
...Sinarran Spice?,...синарранская пряность?
"5,000,000 Human gold coins to be purchasing this shipment...",За такой груз будут давать 5 000 000 людских золотых монет...
"5 million big ones?! Hell's bells, some fancy folk in Veridia really wants this stuff!\! Hey, Rask, what gives? ...Cat got your tongue?!\| 5 million gold mean anything to ya?!","Целых пять лямов?! Вот пекло! Веридйские богатеи, видимо, сильно любят эту дурь!\! Раск, что это с тобой? ...Ты чего словно воды в рот набрал?!\| Пять лямов золота тебя уже не радуют?!"
"Are you to be knowing what is Sinarran Spice, human?","Ты знать, что такое синарранская пряность, человек?"
'Course I do! It's Sinarran Nervestim! The good stuff. Catnip. Whatever ya wanna call it.\! Got any other quiz questions?,"Ещё бы! Это же синарранский неверстим! Классная штука. Как кошачья мята. Тебе, наверное, такая аналогия ближе.\! Еще вопросы есть?"
"When it is to be being consumed by humans, it gives grrrreat pleasure.\! But to us Barek Tor, it is just to be used as normal spices for our food. Safe to be being consumed by us. But for human, verrrry dangerous.","Когда эту штуку принимать люди, им сильно в р-р-радость.\! Но у нас, Барек Тор, это просто пряность, чтобы есть. Нам оно вкусно. Но для людей — вр-р-редно."
"Heh heh, yeah. Will never forget my first time. You kitties sure make good stuff.","Ха, что есть, то есть. Помню, как сам в первый раз попробовал. Вы, кошаки, зачётную дрянь загоняете."
"Do you know what humans are to be calling ""catnip"" is only, as you say, processed to becoming very powerful.\! And it is my own people who are to be doing the processings.\! Humans enslave Barek Tor to be feeling pleasure from the spice that is to be coming from our homeland.","А ты знать, что эта людская «кошачья мята» приносит, как вы говорить, огромное богатство?\! А собирать её заставляют моих сородичей.\! Люди делать Барек Тор рабами, чтобы получать р-р-радость от пряности с моей родины."
"Sheesh... alright, alright, evil ""hoomans"", very bad guys. Well guess what, we just stole all their loot. Good, right?\! Come on, let's get paid and get outta here.","Блин... Ну допустим, это плохие люди, негодяи прямо скажем. Значит, мы их заслуженно обокрали. Поделом им, правильно?\! Забудь об этом, давай просто заберём груз и свалим отсюда."
"Raskuja will not to be takings gold from forced slavery of his own kin.\! Raskuja is to be retiring from this employ. The gold that was to be being Raskuja's share is to be paying off his debts. We are to be square, human.\! And prrrray Raskuja is not to be hirings by your enemies.","Раскуджа не зарабатывать на рабский труд его народа.\! Раскуджа больше на тебя не работать. Доля Раскуджи твоя — покрыть долг. Мы с тобой в расчёте, человек.\! Теперь молись, чтобы Раскуджу не нанять на р-р-работу твои враги."
