ENGLISH,Russian
Lysander. I'm glad we finally get a chance to slow down and reflect.\! What do you think of the museum?,"Лисандер, как приятно наконец перестать куда-то бежать и просто поразмышлять.\! Что скажем о музее?"
"I never did care for modern art.\! Splashes of color here and there.\! 9th Century is more to my liking. There is beauty and virtue in depicting the real and the true, indeed as there is vice in distorting it, as 10th Century pretenders would do well to learn.","Никогда не любил современное искусство.\! Сплошь непонятные цветные пятна.\! Вот 9-й век — это по мне. Есть добродетель в том, чтобы изображать реальность, и есть порок в её искажении. Позеры 10-го века вскоре это поймут."
"Ah, yeah. I can see that.","Ага, понимаю."
"And in regards to the beauty of our civilization itself, its architecture...\! It seems stripped away in the very same regard, making way for more... coldly utilitarian designs.\! It is as if those who drive culture today prefer to mock the pursuit of beauty, rather than embrace it.\! Why do you think that is?","Что же касается красоты самой цивилизации... \!Её будто лишили всей эстетики, оставив лишь... бездушную практичность.\! Те, кто сегодня определяют ход развития культуры, будто высмеивают красоту, вместо того чтобы к ней стремиться.\! Как думаешь, почему так происходит?"
Veridia has subjected itself to a lot more war than for most of the last millennium.,"Возможно, потому что в последнее время Веридия воюет больше, чем за всё последнее тысячелетие."
"Yes... that is a part of it.\! But at least now, I take solace knowing that there still exists two connoisseurs of proper culture in the world.","Да... отчасти дело в этом.\! Но меня утешает то, что в мире осталось хотя бы два ценителя настоящей культуры."
Was it really the Succession War?,Дело правда в Войне за престол?
"In my view, there has been a creeping, grinding cultural upheaval since the Aetherium Crisis ended.\! However, I do believe that the shock to the fabric of our society wrought by the Succession War exposed the festering wound for all to see.\! So, one may very well conclude that the Succession War was solely responsible for... this feeling.\! This intuitive feeling so many of us know, but are unable to properly convey.\! That something is not quite right.\! That purpose has been stripped away from our lives.","Как мне кажется, уже с момента окончания Эфирного кризиса в мире начались медленные, но неминуемые культурные сдвиги.\! Однако именно тот шок, который испытало общество в результате Войны за престол, будто бы вскрыл этот нарыв, продемонстрировав его всем.\! Так что можно считать, что именно война привела к возникновению... этого ощущения.\! Подспудного чувства, знакомого многим из нас, но практически невыразимого.\! Будто что-то не так.\! Будто жизни наши лишены самой цели."
...And how do we get it back?,...А как же всё вернуть?
"Just as it did not decay overnight, it will not be restored quickly. Perhaps, not even in our lifetimes.\! But one thing we do know is that you are now the beacon of salvation for the Donari faithful.\! Broader purpose may have to come from you, for the time being.","Разруха пришла не единовременно, и восстановить всё сразу тоже не выйдет. Скорее всего, это случится даже не при нас.\! Но можно сказать точно, что теперь ты — путеводный маяк для всех верных Донари.\! Возможно, в итоге окажется, что твоё предназначение ещё важнее."
"You expect a lot from me, friend.","Ты большие надежды на меня возлагаешь, дружище."
"If not you, then who?\! That avaricious snake, Casamir?\! Men like him cannot inspire, nor truly shape the future.","А если не ты, то кто?\! Казамир, этот честолюбивый змей?\! Такие, как он, не вдохновляют других и не способны привести всех к светлому будущему."
I cannot do it alone.,В одиночку я не справлюсь.
"Continue to walk the path of righteousness, and you will always have me, and so many others, committed to your cause without reservation.","Сражайся за правое дело, и рядом с тобой всегда буду я и многие другие, кто готов помочь тебе в трудную минуту."
Thank you...,Спасибо...
