ENGLISH,Russian
Chapter 6: Journey to Lemelin,Глава 6: Путешествие в Лемелин
"The time for subtle measures has passed. Tidereavers, our objective is Fort Naxos. Surround that Fortress and have no mercy.","Время деликатных мер прошло. Пираты Тайдривера, наша цель — форт Наксос. Окружайте его. Никакой пощады врагам."
"They sent Kuroda?! Hell's bells, they're not messin' around. That guy's got killing in his blood.\! \n[8], some powerful folks want your hide.","Они прислали Куроду?! Вот пекло, эти ребята не шутят. Ему человека убить — как почесаться.\!За тобой явно охотятся очень влиятельные ребята, \n[8]."
"\n[8], we could use your knowledge here.","\n[8], нам бы пригодился твой опыт."
...The Temple needs *my* advice? I hardly think...,"...Храм спрашивает у *меня* совета? Не думаю, что..."
The Temple is not accustomed to the open battlefield.,В Храме не учат сражаться в открытом поле.
"Okay...\| well, we're outnumbered. The standard move is to secure a defensive bottleneck.\! We might try to take the small forts by the river. It's slightly better than being overwhelmed here.","Так...\| ну, их явно гораздо больше. Могу посоветовать занять оборонительный коридор.\! Например, эти небольшие форты у реки. Всё лучше, чем принимать неравный бой здесь."
"Right. We will follow your command, \n[8]. Donar be with us.","Хорошо, \n[8]. Веди нас в бой. И да поможет нам Донар."
"Looks like we're right on time.\! \n[8], don't count us out just yet.","Похоже, мы вовремя.\! \n[8], ещё помнишь про нас."
"The Army's going to have our heads if they find out about this!\! Are you sure you're okay with this, guys?!","Если в армии об этом узнают, нам не сносить головы!\! Ребята, вы уверены в своём решении?!"
I've never known \n[8] to be sinister in any way.\! There's something fishy going on and \n[8] needs our help!,"\n[8] — добрейшей души человек.\! Что-то здесь явно не то, и \n[8] нуждается в нашей помощи!"
"That's very gutsy of you, Jules...","Ты очень рискуешь, Джулс..."
"We're way past worryin' about the Army now, kiddos, we're criminals now.\! But no time for belly achin'. Let's get our butts over to \n[8]'s position on the double!","Насчёт армии можно не волноваться ребята, мы для них уже преступники.\! Но переживать будем потом. \n[8] ждёт нас. Бежим на подмогу, да побыстрее!"
"...Is that you, Abi?!","...Аби, это ты?!"
Dear brother!\! Oh my stars... I cannot describe how relieved I am to see you here!,Милый брат!\! Хвала звёздам... как же я рада тебя видеть!
"You too, Abi.\! I'm so proud of you - the Temple seems to have you doing some important tasks now!","И я тебя, Аби.\! Я так тобой горжусь. Похоже, Храм теперь отправляет тебя на важные задания!"
"Yes... it is very challenging, but this is what I wanted.\! But... surely you were not sent here by your leaders...\| Oh, Jules, what have you done?\! You are always giving yourself up for others.","Да... непросто, но ведь именно я этого я и хотела.\! Но... ты ведь здесь явно не по приказу...\| Ох, Джулс. Что же ты наделал?\! Вечно ты жертвуешь собой ради других."
"Yeah, yeah, I guess so.\! But now I'm with you, so it can't be all that bad, right?","Ага, похоже на то.\! Но теперь мы вместе, и всё, кажется, не так уж плохо?"
"Some day you'll live for you and no one else, Jules...","Когда-нибудь тебе нужно пожить только для себя, Джулс..."
"Aw, don't worry about me.\! Let's just get through this battle in one piece, Abi!","За меня не волнуйся, Аби.\! Давай-ка постараемся выжить в этой битве!"
"I will not throw away my life for this employer, for this mission...","Я не собираюсь погибать ни за эту миссию, ни за своего нанимателя..."
