ENGLISH,Russian
Chapter 9: Sanctuary,Глава 9: Прибежище
"The enemy lies before us at Lemelin Monastery!\! We shall crush the treasonous Temple for harboring the enemies of the Empire of Veridia.\! General Lysander, don't disappoint me.","Враг ждёт нас в монастыре Лемелин!\! Мы сокрушим вероломные силы Храма за то, что они укрывают врагов Империи Веридия.\! Генерал Лисандер, не подведите меня."
"Yes, your excellency.\! You can count on me.","Да, ваше превосходительство.\! Можете на меня рассчитывать."
The Imperial government is invading the Monastery?!\! Unforgivable!,Силы Империи решили вторгнуться в монастырь?!\! Это возмутительно!
"Great Paladin...\| perhaps the government means us no harm!\! Please practice restraint, warriors...","Великий паладин...\| возможно, империя не желает нам зла!\! Будьте сдержанны, воины..."
"The Prime Minister has been desperate for an excuse to destroy us, and now we've given him one.","Премьер-министр давно искал повод нас уничтожить, и теперь мы его предоставили."
Sorry...\| I will take my leave now.,"Простите...\| Мне, пожалуй, пора."
"That excuse is me, isn't it, Diana...","Это всё из-за меня, да, Диана?"
"This turn of events was inevitable.\! We are much more powerful with your tactical mind, so Donar has given us a blessing.","Подобное развитие событий было неизбежно.\! Но твои тактические навыки делают нас сильнее, так что твоё появление — это дар Донара."
"At least we know what we're up against.\! No more mercenaries, this is the Empire's central army.\! They'll have larger and more organized ranks, and probably some gun units in the mix.\! We don't want to be on the wrong side of gunnery soldiers, their weapons make any armor basically useless.","Теперь мы хотя бы знаем, против кого воюем.\! Наёмники кончились. Перед нами основные силы Империи.\! Их больше, они лучше организованы, а кое-кто, вероятно, вооружён огнестрелом.\! С такими бойцами нужно быть осторожнее: броня против них практически бесполезна."
"\n[8], the Temple maintains outposts by the river.\! We should fortify the river to protect the Monastery from needless violence.","\n[8], у Храма есть аванпосты близ реки.\! Нужно укрепиться на реке, чтобы не пришлось лишний раз воевать в монастыре."
"Those forts are closer to Casamir's army than they are to us, but it might be worth a shot!\! I guess now'd be a good time to pray to Donar...","Эти форты ближе к армии Казамира, чем к нашим, но попробовать стоит!\! Полагаю, самое время вознести молитву Донару..."
"This is it, men of Isanter!\! Our chance to stand up to the central government's tyranny is now!\! We cannot abide this disgraceful action by the Prime Minister.\! Attack the Imperial Army and reinforce the Temple!!","Час настал, о воины Изантера!\! Это наш шанс выступить против государственной тирании!\! Мы отказываемся принимать позорные действия премьер-министра.\! Нападайте на имперскую армию и защищайте Храм!"
Isanter has arrived?!,Изантер прибыл?!
"You know what to do, men!\! The Temple will not fall today!\! We join Isanter and resolve to bring the Prime Minister to heel!","Вы знаете, что делать!\! Сегодня Храм не падёт!\! Мы встанем на сторону Изантера и поможем призвать премьер-министра к ответу!"
What's this?,Что происходит?
"That's Duke Lothair's army, and General Lysander has defected!\! Damn, good timing, fella.","Прибыла армия герцога Лотэра, а генерал Лисандер переметнулся на его сторону!\! Как раз вовремя."
Donar has answered our call - the Temple shall never perish.,Донар ответил на нашу молитву. Теперь Храм обязательно выстоит.
What treachery...\| the Duke of Isanter must be a fool of the highest order to make an enemy of me!,"Гнусная измена...\| герцог Изантера, похоже, непроходимый глупец, раз решил выступить против меня!"
