ENGLISH,Russian
\n[8].\! Got a minute?,\n[8].\! Найдётся минутка?
"For you, always.",Для тебя — когда угодно.
Eh... this kind of advice givin' isn't really my thing.,"Э-э... я не слишком хорошо даю советы, если честно."
"Whoa, who died, anyway?\! You're so serious at the moment, old man.","Так, ну что случилось? Кто умер?\! Ты какой-то слишком серьёзный, старик."
...Old man...,...Старик...
"Listen, I know I'm no spring chicken, but my mind's still sharp as a tack.\! And I have a good mind to tell you you're breakin' a lotta hearts 'round here.","Я, конечно, уже не слишком молод, но соображалка всё ещё работает.\! И я тебе скажу, ты умеешь разбивать сердца."
I beg your pardon??!,В каком это смысле?!
"Just...\| I'm sure at this point I got nothin' more to teach you about swordplay.\! But I still notice these young fellas 'round you...\| You just gotta be aware of their intentions.\! Just...\| keep that in mind for me, alright?","Слушай...\| Не мне тебя этому всему учить.\! Но я просто наблюдаю за молодёжью вокруг тебя...\| Ты же понимаешь, что у них на уме.\! Просто...\| прошу тебя, действуй разумно, ага?"
"Well... of course, Barnabas.","Ну... разумеется, Барнабас."
"I'd hate to see you goin' down the wrong path.\! That's all I ever wanted for you, \n[8].\! Just to be surrounded by those who have your back 'til the very end.\! You know...","Просто очень не хочется, чтобы ты связался не с теми, кем надо.\! Это всё, что я хотел сказать, \n[8].\! Лучше, чтобы тебя окружали те, кто готовы идти с тобой до конца.\! Ну ты понимаешь..."
Kinda like a guy like me would.,Уж мне ли не понимать.
Yeah.\! A guy just like you would.,"Именно.\! Тебе ли не понимать, друг мой."
"Come on, Barnabas. There's gotta be a thousand stars I can recognize out tonight.\! Join me for a walk?","Ну хорош, Барнабас. Смотри, какое сегодня потрясающее звёздное небо.\! Может, пройдёмся?"
"Sure thing, \n[8].\! I would ask you to lay off the ""old man"" thing, but... I know how that goes.","Конечно, \n[8].\! Только попросил бы не называть меня «стариком», но... я всё понимаю."
"Haha, right you are.","Ха-ха, не сомневаюсь."
