ENGLISH,RUSSIAN
"Hey Narima, how'd you end up hanging around the Tidereavers?","Привет, Нарима. Расскажи, какой судьбой ты оказалась среди пиратов Тайдривера?"
"When the Tidereavers raid your home town, kill all the men and take all the women and children, one must find a way to survive.\! The Tidereavers have been my whole life...","Когда тайдривеские пираты напали на мой родной городок, то перебили всех мужчин, а всех женщин и детей взяли в плен. Пришлось как-то выживать.\! Я всю жизнь ничего другого и не знала..."
Sounds familiar. Doing anything at all just to see another day.,"Мне это знакомо. Ищешь любые способы, лишь бы ноги не протянуть."
"Yes, it seems your Succession War made life hard for a great many, in both your country and in mine.","Да, из-за вашей Войны за престол многим пришлось тяжко, хоть на твоей родине, хоть на моей."
"Sayunaa, right?","Ты ведь из Саюна, да?"
A young Veridian knows my country? Unusual.,"Ты из молодого поколения веридийцев, но что-то знаешь о моей стране? Как необычно."
"Guess your features just seem familiar.\! My good friend, Jules, was adopted by a wealthy family in Veridia, but he's an orphan from Sayunaa.\! You two could be cousins, perhaps.","Да просто твои черты внешности мне знакомы.\! Моего доброго друга Джулса усыновила состоятельная веридийская семья, но сам он тоже сирота из Саюна.\! Как знать, может, вы с ним даже родственники."
"Jules...?\| Yes, I have seen him among your cohort...\| So innocent and unspoiled by the evils of our world...","Джулс...?\| Да, помню такого, видела его с тобой...\| Такой наивный парень, которому неведомы тяжести жизни..."
...What's the matter?,...Ты чего это?
...\| It is nothing.,"...\| Ничего, забудь."
"Well anyway, glad to have you among us, Narima.\! I'm sure your knowledge of the Tidereavers will come in handy.","Ладно, здорово, что ты на нашей стороне, Нарима.\! Думаю, нам очень пригодятся твои знания о тайдриверских пиратах."
"I will be ever grateful for my freedom.\! My bow is yours to command, Veridian.","Я вовек не забуду, кому обязана свободой.\! Я готова служить тебе, мой лук в твоём распоряжении."
