ENGLISH,Russian
"Jules...\| Where have you been?\! This isn't like you, avoiding all of us.",Джулс...\| Ты где был?\! Зачем ты нас сторонишься? Это на тебя непохоже.
"Really?\! Yeah, I guess that's not really like me...\| I'm sorry, \n[8].","Правда?\! Ну да, пожалуй, непохоже...\| Прости, \n[8]."
"Haha, don't be sorry!\! I'm supposed to be leading this army and I can't have one of my best officers drifting away and...\| keeping secrets from me.","Ха-ха, да брось ты извиняться!\! Мне армию вести вперёд нужно, а один из моих лучших полководцев где-то блуждает...\| секреты от меня хранит."
W-What secrets?,К-какие такие секреты?
Jules...,Джулс...
"...Oh, did you...\! No, I swear, I didn't mean a thing!\! I-I thought I had lost my journal, but...\| How did...?!","...Ой, да ну...\! Да нет, правда, я это не серьёзно!\! Я п-просто думал, что потерял свой дневник, но...\| Как...?!"
...So you didn't mean it?,"...Так значит, несерьёзно?"
???\| Do you mean...???,???\| В смысле...?!
Very well.\! I guess I'll leave it alone...,"Ну ладно.\! Тогда я, наверное, пойду..."
"No, wait!!\! \n[8]...","Нет, стой!!!\! \n[8]..."
...What is it?,...В чём дело?
"...\| Of COURSE I meant it!!\! \n[8], I have never met someone like you...\| I've always thought of myself as the one who has to pick up everyone else.\! But with you... I don't have to!\! It's you who does that to me!","...\| Ну КОНЕЧНО ЖЕ я серьёзно!!!\! \n[8], я никогда не встречал никого подобного тебе...\| Мне всегда казалось, что это моя задача — помогать другим и наполнять их энергией.\! Но в твоём случае... в этом нет нужды!\! Ты просто придаёшь мне сил!"
Jules...\| Anyone should feel privileged to hear such things from someone as kind-hearted as you...,"Джулс...\| Это просто честь слышать это от такого доброго человека, как ты..."
"What a dangerous time this is.\! But I think we will be just fine if we are there for each other.\! Would you stand by me in this life, \n[8]?","Времена нынче опасные.\! Но думаю, мы прорвёмся, если будем друг друга выручать.\! Ты согласишься связать со мной свою жизнь, \n[8]?"
"I can't imagine going forward any other way, Jules...","Иного развития событий я и не представляю, Джулс..."
