ENGLISH,Russian
Chapter 29: Zenith of the World,Глава 29: Зенит мира
So you chose to remain a slave.\! Pathetic...,"Значит, ты выбрал остаться рабом.\! Позорище..."
Beatrix...\| My love!\| Y-you will see me again in the next life!,Беатрикс...\| Любовь моя!\| М-мы увидимся в следующей жизни!
"""Beatrix, my love""??","«Беатрикс, любовь моя»?!"
"Oh to be him, poor, poor little Jeb, and desire that which he could never have.\! I believe we have done him a favor by sending him to the void.","Бедный, бедный Джебби. Каково это — мечтать о той, что никогда не будет твоей.\! Мы сделали ему одолжение, отправив на тот свет."
"Stop! This man spared my son.\! Assassin, why do you serve Zanatus?","Стойте! Он пощадил моего сына.\! Скажи, убийца, зачем ты прислуживаешь Занатусу?"
"...\| I am a dead man whose heart still beats.\! It is the only path left.\! But now I accept defeat, Paladin.\! My life is yours.","...\| Я уже мёртв, хоть моё сердце и бьётся.\! У меня нет иного пути.\! Но теперь я признаю поражение, паладин.\! Моя жизнь в твоих руках."
"The only path? You speak like you are downtrodden.\! This is what they do - they beat the hope out of you, so that they can fill your emptiness with their evil.\! But there is always hope, even for you.\! If you will turn your skills against the enemy that would throw you at a certain death.","Нет иного пути? Так говорят те, кого лишили воли.\! Так они и действуют — убивают в тебе всякую надежду, а вместо неё приходит злоба.\! Но надежда всегда остаётся, даже у тебя.\! Помоги нам против врага, который обрёк тебя не верную смерть."
"You are wasting your empathy on me, Paladin.\! But if you wish for me to be an ally against the demon cult, then it shall be done.\! When they are all dead, I will disappear from your world forever.","Я не заслужил твоего сочувствия, паладин.\! Но если тебе нужен союзник против культа демонов, так тому и быть.\! Когда все они будут мертвы, я навсегда исчезну из вашего мира."
"You will get no more fight from me, \n[8]...","Я больше не могу тебе сопротивляться, \n[8]..."
